INDEX,FLIGHTDATE,FLIGHTNO,ORIGIN,ORIGIN_STATION,DEPARTUREDATE_ZULU,STATION,DATE,REPORT_TYPE,SCH_DEPARTURE,VIS_METERS
3,20180101,2150,LAX,72295023174,2018-01-01 14:02:00+00:00,72295023174,2018-01-01 14:00:00+00:00,FM-16,MET12201/01/18 06:00:02 SPECI KLAX 011400Z 07005KT 2SM BR FEW001 FEW008 SCT160 10/09 A3013 RMK AO2 VIS 1 1/2V3 T01000089 $ (DMQ),3219.0
0,20180101,555,SFO,72494023234,2018-01-01 15:29:00+00:00,72494023234,2018-01-01 15:54:00+00:00,FM-16,MET08801/01/18 07:54:02 SPECI KSFO 011554Z 00000KT 6SM BR SCT004 08/07 A3023 RMK AO2 FIBI (SI),9656.0
1,20180101,418,LAX,72295023174,2018-01-01 16:41:00+00:00,72295023174,2018-01-01 16:53:00+00:00,FM-15,MET11701/01/18 08:53:02 METAR KLAX 011653Z 00000KT 3SM HZ FEW009 SCT160 BKN250 13/10 A3018 RMK AO2 SLP219 T01280100 $ (DMQ),4828.0
2,20180101,2422,ORD,72530094846,2018-01-02 04:41:00+00:00,72530094846,2018-01-02 04:51:00+00:00,FM-15,MET09401/01/18 22:51:02 METAR KORD 020451Z 26006KT 10SM CLR M21/M25 A3067 RMK AO2 SLP407 T12111250 $,16093.0
6,20180102,1032,IAH,72243012960,2018-01-02 15:35:00+00:00,72243012960,2018-01-02 15:53:00+00:00,FM-15,MET10101/02/18 09:53:02 METAR KIAH 021553Z 07007KT 10SM OVC070 M01/M12 A3062 RMK AO2 SLP370 T10111117 (JAG),16093.0
5,20180102,51,EWR,72502014734,2018-01-03 01:15:00+00:00,72502014734,2018-01-03 00:51:00+00:00,FM-15,MET09501/02/18 19:51:01 METAR KEWR 030051Z 24013KT 10SM SCT250 M07/M14 A3034 RMK AO2 SLP274 T10671144,16093.0
4,20180102,82,EWR,72502014734,2018-01-03 02:00:00+00:00,72502014734,2018-01-03 01:51:00+00:00,FM-15,MET09501/02/18 20:51:01 METAR KEWR 030151Z 24013KT 10SM SCT250 M07/M16 A3034 RMK AO2 SLP274 T10721156,16093.0
8,20180103,678,IAH,72243012960,2018-01-04 00:29:00+00:00,72243012960,2018-01-04 00:53:00+00:00,FM-15,MET09401/03/18 18:53:01 METAR KIAH 040053Z 00000KT 10SM FEW250 02/M06 A3034 RMK AO2 SLP275 T00221061,16093.0
10,20180103,563,ORD,72530094846,2018-01-04 01:15:00+00:00,72530094846,2018-01-04 00:51:00+00:00,FM-15,MET11501/03/18 18:51:01 METAR KORD 040051Z 33011G20KT 10SM OVC033 M11/M18 A3017 RMK AO2 SNB2353E24 SLP229 P0000 T11111178,16093.0
9,20180103,829,DEN,72565003017,2018-01-04 02:00:00+00:00,72565003017,2018-01-04 01:53:00+00:00,FM-15,MET09501/03/18 18:53:01 METAR KDEN 040153Z 25008KT 10SM SCT220 M02/M11 A3011 RMK AO2 SLP222 T10171111,16093.0
11,20180104,180,HKG,45007099999,2018-01-04 03:15:00+00:00,45007099999,2018-01-04 03:00:00+00:00,FM-15,MET064METAR VHHH 040300Z 11012KT 9999 FEW025 SCT040 21/15 Q1017 NOSIG=,9999.0
7,20180103,460,SFO,72494023234,2018-01-04 03:38:00+00:00,72494023234,2018-01-04 03:56:00+00:00,FM-15,MET12501/03/18 19:56:02 METAR KSFO 040356Z 16006KT 6SM -RA SCT044 BKN080 OVC110 12/09 A3001 RMK AO2 RAE22B52 SLP160 P0001 T01220094,9656.0
12,20180104,1990,ORD,72530094846,2018-01-04 15:05:00+00:00,72530094846,2018-01-04 14:51:00+00:00,FM-15,MET10601/04/18 08:51:02 METAR KORD 041451Z 34013KT 10SM FEW025 M16/M22 A3028 RMK AO2 SLP271 T11611217 51010 (JD),16093.0
20,20180105,1126,DEN,72565003017,2018-01-05 18:18:00+00:00,72565003017,2018-01-05 17:53:00+00:00,FM-15,MET12501/05/18 10:53:02 METAR KDEN 051753Z 21003KT 10SM BKN120 BKN220 12/M11 A3015 RMK AO2 SLP200 T01221111 10122 21033 58001 (MAD),16093.0
17,20180105,580,ORD,72530094846,2018-01-05 19:55:00+00:00,72530094846,2018-01-05 19:51:00+00:00,FM-15,MET10001/05/18 13:51:02 METAR KORD 051951Z 34012KT 10SM FEW035 M12/M21 A3040 RMK AO2 SLP310 T11171211 (JD),16093.0
15,20180105,1777,IAH,72243012960,2018-01-05 20:37:00+00:00,72243012960,2018-01-05 20:53:00+00:00,FM-15,MET11101/05/18 14:53:02 METAR KIAH 052053Z VRB05KT 10SM FEW075 SCT110 13/00 A3034 RMK AO2 SLP273 T01330000 56027 (WS),16093.0
25,20180105,633,DEN,72565003017,2018-01-05 21:38:00+00:00,72565003017,2018-01-05 21:53:00+00:00,FM-15,MET11401/05/18 14:53:02 METAR KDEN 052153Z 00000KT 10SM FEW095 BKN130 BKN220 12/M11 A3011 RMK AO2 SLP185 T01171106 (JTH),16093.0
16,20180105,798,SJD,76405699999,2018-01-05 22:00:00+00:00,76405699999,2018-01-05 21:43:00+00:00,FM-15,MET048METAR MMSD 052143Z 12014KT 12SM SKC 26/15 A3003=,19312.0
22,20180105,788,SFO,72494023234,2018-01-05 22:58:00+00:00,72494023234,2018-01-05 22:56:00+00:00,FM-15,MET11501/05/18 14:56:02 METAR KSFO 052256Z 29013G17KT 10SM FEW005 BKN015 BKN023 14/12 A3019 RMK AO2 SLP222 T01390117 (MP),16093.0
27,20180105,52,IAD,72403093738,2018-01-05 23:00:00+00:00,72403093738,2018-01-05 22:52:00+00:00,FM-15,MET10301/05/18 17:52:02 METAR KIAD 052252Z 29016G21KT 10SM FEW050 M10/M22 A3020 RMK AO2 SLP232 T11001217 (JH),16093.0
28,20180106,840,SYD,94767099999,2018-01-06 00:20:00+00:00,94767099999,2018-01-06 00:30:00+00:00,FM-15,MET051METAR YSSY 060030Z 03008KT CAVOK 29/21 Q1015 NOSIG=,9900.0
29,20180106,99,MEL,72204012838,2018-01-06 00:25:00+00:00,72204012838,2018-01-06 00:53:00+00:00,FM-15,MET09001/05/18 19:53:01 METAR KMLB 060053Z 34004KT 10SM CLR 09/01 A3036 RMK AO2 SLP280 T00890006,16093.0
14,20180105,1216,DEN,72565003017,2018-01-06 02:00:00+00:00,72565003017,2018-01-06 01:53:00+00:00,FM-15,MET10101/05/18 18:53:01 METAR KDEN 060153Z 17007KT 10SM FEW150 FEW220 05/M10 A3015 RMK AO2 SLP212 T00501100,16093.0
26,20180105,1257,SFO,72494023234,2018-01-06 03:35:00+00:00,72494023234,2018-01-06 03:54:00+00:00,FM-16,MET11801/05/18 19:54:03 SPECI KSFO 060354Z 30003KT 7SM -RA SCT016 BKN024 OVC033 12/11 A3020 RMK AO2 RAE05B53 P0000 FIBI (MP),11265.0
18,20180105,1292,LIH,91165022536,2018-01-06 07:40:00+00:00,91165022536,2018-01-06 07:53:00+00:00,FM-15,MET09801/05/18 21:53:02 METAR PHLI 060753Z 05011KT 10SM BKN035 23/17 A3022 RMK AO2 SLP231 LAST T02280172,16093.0
19,20180105,1147,KOA,91197521510,2018-01-06 07:40:00+00:00,91197521510,2018-01-06 07:53:00+00:00,FM-15,MET09201/05/18 21:53:02 METAR PHKO 060753Z 00000KT 10SM CLR 22/13 A3012 RMK AO2 SLP199 T02170133 $,16093.0
13,20180105,534,HNL,91182022521,2018-01-06 07:45:00+00:00,91182022521,2018-01-06 07:53:00+00:00,FM-15,MET10001/05/18 21:53:02 METAR PHNL 060753Z 02004KT 10SM FEW026 FEW039 24/14 A3018 RMK AO2 SLP219 T02390144,16093.0
21,20180105,1706,ITO,91285021504,2018-01-06 08:00:00+00:00,91285021504,2018-01-06 07:53:00+00:00,FM-15,MET09301/05/18 21:53:02 METAR PHTO 060753Z 25005KT 10SM BKN050 20/15 A3020 RMK AO2 SLP226 T02000150,16093.0
23,20180105,1281,OGG,91190022516,2018-01-06 08:20:00+00:00,91190022516,2018-01-06 07:54:00+00:00,FM-15,MET09301/05/18 21:54:02 METAR PHOG 060754Z 05013G18KT 10SM CLR 21/16 A3016 RMK AO2 SLP219 T02110156,16093.0
24,20180105,1110,OGG,91190022516,2018-01-06 09:05:00+00:00,91190022516,2018-01-06 08:54:00+00:00,FM-15,MET09901/05/18 22:54:02 METAR PHOG 060854Z 07011G20KT 10SM CLR 22/15 A3017 RMK AO2 SLP220 T02170150 51007,16093.0
30,20180106,582,PHX,72278023183,2018-01-06 13:00:00+00:00,72278023183,2018-01-06 12:51:00+00:00,FM-15,MET09901/06/18 05:51:02 METAR KPHX 061251Z 09005KT 10SM SCT200 11/M01 A3012 RMK AO2 SLP191 T01111006 (AH),16093.0
31,20180106,30,EWR,72502014734,2018-01-06 22:30:00+00:00,72502014734,2018-01-06 22:51:00+00:00,FM-15,MET10301/06/18 17:51:02 METAR KEWR 062251Z 29019G23KT 10SM CLR M12/M24 A3033 RMK AO2 SLP271 T11171239 $ (GAH),16093.0
32,20180106,106,IAD,72403093738,2018-01-06 22:40:00+00:00,72403093738,2018-01-06 22:52:00+00:00,FM-15,MET12101/06/18 17:52:02 METAR KIAD 062252Z 32011G19KT 10SM FEW055 M10/M22 A3048 RMK AO2 PK WND 31027/2210 SLP328 T11001217 (JH),16093.0
37,20180107,521,ORD,72530094846,2018-01-07 18:39:00+00:00,72530094846,2018-01-07 18:51:00+00:00,FM-15,MET11901/07/18 12:51:02 METAR KORD 071851Z 22015G22KT 9SM -SN OVC037 M03/M09 A3003 RMK AO2 SLP182 SNB38 P0000 T10281094 (BLH),14484.0
34,20180107,1610,SFO,72494023234,2018-01-07 20:50:00+00:00,72494023234,2018-01-07 20:56:00+00:00,FM-15,MET11801/07/18 12:56:02 METAR KSFO 072056Z 05004KT 10SM FEW010 BKN150 OVC180 11/08 A3009 RMK AO2 SLP189 T01110083 58021 (AK),16093.0
35,20180107,1134,DEN,72565003017,2018-01-07 22:20:00+00:00,72565003017,2018-01-07 21:53:00+00:00,FM-15,MET11401/07/18 14:53:02 METAR KDEN 072153Z 11010KT 10SM FEW070 FEW140 FEW200 09/M04 A3002 RMK AO2 SLP152 T00891039 (JTH),16093.0
36,20180107,1747,IAH,72243012960,2018-01-08 03:34:00+00:00,72243012960,2018-01-08 03:53:00+00:00,FM-15,MET16401/07/18 21:53:02 METAR KIAH 080353Z 15008KT 7SM -RA SCT030 BKN065 BKN120 17/16 A2990 RMK AO2 LTG DSNT SW-N RAE19B41 SLP124 CB DSNT SE AND W-N MOV E P0003 T01670161,11265.0
33,20180107,2170,DEN,72565003017,2018-01-08 05:20:00+00:00,72565003017,2018-01-08 04:53:00+00:00,FM-15,MET09501/07/18 21:53:02 METAR KDEN 080453Z 15013KT 10SM FEW220 M01/M06 A3010 RMK AO2 SLP195 T10111056,16093.0
38,20180108,588,ORD,72530094846,2018-01-08 14:55:00+00:00,72530094846,2018-01-08 14:51:00+00:00,FM-15,MET10501/08/18 08:51:02 METAR KORD 081451Z 28011KT 7SM OVC013 01/M02 A3000 RMK AO2 SLP164 T00061022 52024 (BLH),11265.0
39,20180108,675,DEN,72565003017,2018-01-08 18:30:00+00:00,72565003017,2018-01-08 18:53:00+00:00,FM-15,MET11401/08/18 11:53:02 METAR KDEN 081853Z 16003KT 10SM FEW120 BKN180 OVC220 06/M02 A2999 RMK AO2 SLP156 T00561017 (MAD),16093.0
44,20180108,501,SFO,72494023234,2018-01-08 18:55:00+00:00,72494023234,2018-01-08 18:54:00+00:00,FM-16,MET09801/08/18 10:54:02 SPECI KSFO 081854Z 12004KT 2SM +RA BR OVC004 12/10 A2982 RMK AO2 P0015 FIBI (SI),3219.0
41,20180108,860,GRU,83075099999,2018-01-09 01:45:00+00:00,83075099999,2018-01-09 02:00:00+00:00,FM-15,MET062METAR SBGR 090200Z 07004KT 8000 -RA BKN010 BKN040 19/19 Q1021=,8000.0
43,20180108,1717,IAH,72243012960,2018-01-09 01:55:00+00:00,72243012960,2018-01-09 01:53:00+00:00,FM-15,MET09001/08/18 19:53:01 METAR KIAH 090153Z 33005KT 10SM CLR 13/06 A3011 RMK AO2 SLP196 T01330061,16093.0
40,20180108,255,DEN,72565003017,2018-01-09 02:20:00+00:00,72565003017,2018-01-09 01:53:00+00:00,FM-15,MET09401/08/18 18:53:01 METAR KDEN 090153Z 24006KT 10SM BKN200 04/M02 A2994 RMK AO2 SLP144 T00391022,16093.0
42,20180108,262,SEA,72793024233,2018-01-09 07:05:00+00:00,72793024233,2018-01-09 06:53:00+00:00,FM-15,MET11601/08/18 22:53:02 METAR KSEA 090653Z 16005KT 7SM -RA BKN017 BKN022 OVC027 08/07 A2961 RMK AO2 SLP035 P0004 T00780067,11265.0
51,20180109,771,ORD,72530094846,2018-01-09 13:00:00+00:00,72530094846,2018-01-09 12:51:00+00:00,FM-15,MET11201/09/18 06:51:02 METAR KORD 091251Z 21005KT 5SM BR FEW150 BKN210 M03/M04 A3023 RMK AO2 SLP244 T10281044 $ (MJP),8047.0
46,20180109,1504,ORD,72530094846,2018-01-09 13:00:00+00:00,72530094846,2018-01-09 12:51:00+00:00,FM-15,MET11201/09/18 06:51:02 METAR KORD 091251Z 21005KT 5SM BR FEW150 BKN210 M03/M04 A3023 RMK AO2 SLP244 T10281044 $ (MJP),8047.0
47,20180109,2393,IAH,72243012960,2018-01-09 13:45:00+00:00,72243012960,2018-01-09 13:53:00+00:00,FM-15,MET09701/09/18 07:53:02 METAR KIAH 091353Z 03007KT 7SM OVC009 09/07 A3017 RMK AO2 SLP215 T00890072 (WS),11265.0
50,20180109,217,ORD,72530094846,2018-01-09 14:55:00+00:00,72530094846,2018-01-09 14:51:00+00:00,FM-15,MET13401/09/18 08:51:02 METAR KORD 091451Z 22005KT 3/4SM R10L/3500V4000FT BR OVC003 M02/M03 A3026 RMK AO2 SLP256 I3000 T10221033 53016 (MJP),1207.0
49,20180109,52,IAD,72403093738,2018-01-09 23:00:00+00:00,72403093738,2018-01-09 22:52:00+00:00,FM-15,MET10601/09/18 17:52:02 METAR KIAD 092252Z 32003KT 10SM FEW150 FEW250 02/M03 A3028 RMK AO2 SLP258 T00171033 (JP),16093.0
53,20180109,134,EWR,72502014734,2018-01-10 00:05:00+00:00,72502014734,2018-01-09 23:51:00+00:00,FM-15,MET12701/09/18 18:51:02 METAR KEWR 092351Z 33011G19KT 10SM FEW250 04/M07 A3030 RMK AO2 SLP258 4/004 T00391072 10067 20039 53030 (DHA),16093.0
48,20180109,2085,IAH,72243012960,2018-01-10 02:18:00+00:00,72243012960,2018-01-10 01:53:00+00:00,FM-15,MET09301/09/18 19:53:01 METAR KIAH 100153Z 13005KT 10SM OVC010 12/10 A3008 RMK AO2 SLP186 T01170100,16093.0
45,20180109,255,DEN,72565003017,2018-01-10 02:20:00+00:00,72565003017,2018-01-10 01:53:00+00:00,FM-15,MET09101/09/18 18:53:01 METAR KDEN 100153Z 15011KT 10SM CLR 08/M03 A2969 RMK AO2 SLP029 T00831033,16093.0
52,20180109,252,HNL,91182022521,2018-01-10 06:20:00+00:00,91182022521,2018-01-10 05:53:00+00:00,FM-15,MET12501/09/18 19:53:02 METAR PHNL 100553Z 10003KT 10SM SCT031 BKN045 BKN065 24/18 A3005 RMK AO2 SLP175 T02440178 10283 20244 51023,16093.0
54,20180110,855,LIM,84628099999,2018-01-10 06:50:00+00:00,84628099999,2018-01-10 07:00:00+00:00,FM-15,MET078METAR SPJC 100700Z 16007KT 9999 -RA FEW035 BKN130 21/19 Q1012 NOSIG RMK PPTRZ=,9999.0
55,20180110,1238,IAH,72243012960,2018-01-10 13:35:00+00:00,72243012960,2018-01-10 13:39:00+00:00,FM-16,MET12701/10/18 07:39:02 SPECI KIAH 101339Z 04004KT 1/4SM -DZ BR OVC003 12/11 A3002 RMK AO2 SFC VIS 1 TWR IN CLDS P0000 T01170111 (WS),402.0
73,20180111,438,IAH,72243012960,2018-01-11 15:40:00+00:00,72243012960,2018-01-11 15:53:00+00:00,FM-15,MET12001/11/18 09:53:02 METAR KIAH 111553Z 13007KT 7SM OVC060 17/17 A2982 RMK AO2 RAB01E22 SLP098 VCSH NW P0000 T01720167 (WS),11265.0
65,20180111,618,SFO,72494023234,2018-01-11 17:50:00+00:00,72494023234,2018-01-11 17:56:00+00:00,FM-15,MET12901/11/18 09:56:02 METAR KSFO 111756Z 00000KT 7SM FEW007 SCT170 BKN200 12/11 A3036 RMK AO2 SLP280 T01220111 10122 20111 52021 (AK),11265.0
66,20180111,675,DEN,72565003017,2018-01-11 18:30:00+00:00,72565003017,2018-01-11 18:53:00+00:00,FM-15,MET10001/11/18 11:53:02 METAR KDEN 111853Z 05006KT 10SM FEW080 02/M09 A3013 RMK AO2 SLP218 T00171094 (DKK),16093.0
63,20180111,575,SFO,72494023234,2018-01-11 18:40:00+00:00,72494023234,2018-01-11 18:32:00+00:00,FM-16,MET10401/11/18 10:32:02 SPECI KSFO 111832Z 00000KT 7SM FEW007 BKN019 BKN200 13/11 A3036 RMK AO2 T01280106 (AK),11265.0
74,20180111,209,SFO,72494023234,2018-01-11 18:45:00+00:00,72494023234,2018-01-11 18:56:00+00:00,FM-15,MET11101/11/18 10:56:02 METAR KSFO 111856Z 07004KT 7SM FEW008 BKN018 OVC200 13/11 A3035 RMK AO2 SLP277 T01280106 (AK),11265.0
64,20180111,1970,EWR,72502014734,2018-01-11 19:03:00+00:00,72502014734,2018-01-11 18:51:00+00:00,FM-15,MET09701/11/18 13:51:02 METAR KEWR 111851Z 15003KT 9SM OVC046 09/04 A3032 RMK AO2 SLP267 T00940044 (DH),14484.0
68,20180111,1949,DEN,72565003017,2018-01-11 19:37:00+00:00,72565003017,2018-01-11 19:53:00+00:00,FM-15,MET10001/11/18 12:53:02 METAR KDEN 111953Z 04004KT 10SM FEW080 03/M10 A3009 RMK AO2 SLP201 T00331100 (DKK),16093.0
72,20180111,449,ORD,72530094846,2018-01-11 19:45:00+00:00,72530094846,2018-01-11 19:41:00+00:00,FM-16,MET11501/11/18 13:41:02 SPECI KORD 111941Z 20012KT 1 1/4SM -RA BR BKN012 OVC024 13/12 A2963 RMK AO2 P0002 T01330122 (EPA),2012.0
61,20180111,568,EWR,72502014734,2018-01-11 21:18:00+00:00,72502014734,2018-01-11 20:51:00+00:00,FM-15,MET11301/11/18 15:51:02 METAR KEWR 112051Z 09003KT 10SM BKN050 BKN250 10/04 A3033 RMK AO2 SLP269 T01000044 55002 $ (DH),16093.0
56,20180111,1245,EWR,72502014734,2018-01-11 23:03:00+00:00,72502014734,2018-01-11 22:51:00+00:00,FM-15,MET10701/11/18 17:51:02 METAR KEWR 112251Z 09004KT 10SM SCT050 BKN250 08/05 A3030 RMK AO2 SLP260 T00830050 $ (DH),16093.0
57,20180111,1887,DEN,72565003017,2018-01-12 00:54:00+00:00,72565003017,2018-01-12 00:53:00+00:00,FM-15,MET10101/11/18 17:53:01 METAR KDEN 120053Z 29009KT 10SM FEW080 FEW220 02/M13 A3009 RMK AO2 SLP205 T00221128,16093.0
71,20180111,1983,EWR,72502014734,2018-01-12 01:09:00+00:00,72502014734,2018-01-12 00:51:00+00:00,FM-15,MET10801/11/18 19:51:01 METAR KEWR 120051Z 06003KT 9SM FEW005 FEW050 BKN250 07/05 A3026 RMK AO2 SLP247 T00670050 $,14484.0
75,20180111,754,DEN,72565003017,2018-01-12 01:15:00+00:00,72565003017,2018-01-12 00:53:00+00:00,FM-15,MET10101/11/18 17:53:01 METAR KDEN 120053Z 29009KT 10SM FEW080 FEW220 02/M13 A3009 RMK AO2 SLP205 T00221128,16093.0
60,20180111,64,EWR,72502014734,2018-01-12 01:20:00+00:00,72502014734,2018-01-12 00:51:00+00:00,FM-15,MET10801/11/18 19:51:01 METAR KEWR 120051Z 06003KT 9SM FEW005 FEW050 BKN250 07/05 A3026 RMK AO2 SLP247 T00670050 $,14484.0
69,20180111,1001,IAH,72243012960,2018-01-12 01:40:00+00:00,72243012960,2018-01-12 01:53:00+00:00,FM-15,MET12101/11/18 19:53:01 METAR KIAH 120153Z 31022G31KT 10SM FEW032 FEW250 07/01 A2997 RMK AO2 PK WND 32031/0153 SLP149 T00720011,16093.0
59,20180111,1789,IAH,72243012960,2018-01-12 02:05:00+00:00,72243012960,2018-01-12 01:53:00+00:00,FM-15,MET12101/11/18 19:53:01 METAR KIAH 120153Z 31022G31KT 10SM FEW032 FEW250 07/01 A2997 RMK AO2 PK WND 32031/0153 SLP149 T00720011,16093.0
58,20180111,255,DEN,72565003017,2018-01-12 02:20:00+00:00,72565003017,2018-01-12 01:53:00+00:00,FM-15,MET10101/11/18 18:53:01 METAR KDEN 120153Z 26005KT 10SM FEW080 FEW220 02/M13 A3007 RMK AO2 SLP202 T00171128,16093.0
76,20180111,1044,IAD,72403093738,2018-01-12 03:15:00+00:00,72403093738,2018-01-12 02:52:00+00:00,FM-15,MET11301/11/18 21:52:02 METAR KIAD 120252Z 16009KT 10SM SCT008 BKN012 OVC025 15/14 A3012 RMK AO2 SLP200 T01500139 58019,16093.0
70,20180111,534,HNL,91182022521,2018-01-12 07:45:00+00:00,91182022521,2018-01-12 07:53:00+00:00,FM-15,MET10801/11/18 21:53:02 METAR PHNL 120753Z 00000KT 10SM FEW022 23/17 A3007 RMK AO2 SLP183 T02330172 VISNO RWY04R $,16093.0
62,20180111,1281,OGG,91190022516,2018-01-12 07:55:00+00:00,91190022516,2018-01-12 07:54:00+00:00,FM-15,MET09001/11/18 21:54:02 METAR PHOG 120754Z 18004KT 10SM CLR 21/19 A3007 RMK AO2 SLP189 T02110194,16093.0
67,20180111,1706,ITO,91285021504,2018-01-12 08:00:00+00:00,91285021504,2018-01-12 08:00:00+00:00,FM-15,MET070METAR PHTO 120800Z AUTO 00000KT 10SM SCT026 BKN032 OVC070 22/21 A3008=,16093.0
80,20180112,1187,ORD,72530094846,2018-01-12 12:00:00+00:00,72530094846,2018-01-12 11:51:00+00:00,FM-15,MET12801/12/18 05:51:02 METAR KORD 121151Z 35013G21KT 10SM OVC015 M05/M09 A3001 RMK AO2 SLP171 70036 T10501089 11050 21061 53028 (SMN),16093.0
79,20180112,1106,SFO,72494023234,2018-01-12 14:50:00+00:00,72494023234,2018-01-12 14:56:00+00:00,FM-15,MET11801/12/18 06:56:02 METAR KSFO 121456Z 00000KT 10SM FEW005 BKN008 OVC011 12/11 A3036 RMK AO2 SLP281 T01170106 52008 (AK),16093.0
77,20180112,265,DEN,72565003017,2018-01-12 15:00:00+00:00,72565003017,2018-01-12 14:53:00+00:00,FM-15,MET12001/12/18 07:53:02 METAR KDEN 121453Z 04005KT 10SM FEW080 BKN180 BKN220 00/M07 A2996 RMK AO2 SLP163 T00001067 53011 (MAD),16093.0
89,20180112,303,DEN,72565003017,2018-01-12 17:18:00+00:00,72565003017,2018-01-12 16:53:00+00:00,FM-15,MET11401/12/18 09:53:02 METAR KDEN 121653Z 27007KT 10SM FEW080 SCT120 BKN160 06/M07 A3002 RMK AO2 SLP170 T00611072 (MAD),16093.0
83,20180112,556,DEN,72565003017,2018-01-12 18:26:00+00:00,72565003017,2018-01-12 18:53:00+00:00,FM-15,MET12301/12/18 11:53:02 METAR KDEN 121853Z 04018G23KT 10SM FEW030 SCT055 BKN070 06/M05 A3006 RMK AO2 SLP176 VIRGA T00561050 (MAD),16093.0
86,20180112,675,DEN,72565003017,2018-01-12 18:30:00+00:00,72565003017,2018-01-12 18:53:00+00:00,FM-15,MET12301/12/18 11:53:02 METAR KDEN 121853Z 04018G23KT 10SM FEW030 SCT055 BKN070 06/M05 A3006 RMK AO2 SLP176 VIRGA T00561050 (MAD),16093.0
95,20180112,1254,IAH,72243012960,2018-01-12 18:33:00+00:00,72243012960,2018-01-12 18:53:00+00:00,FM-15,MET09901/12/18 12:53:02 METAR KIAH 121853Z 32014G20KT 10SM CLR 08/M06 A3021 RMK AO2 SLP229 T00781056 (WS),16093.0
91,20180112,1741,ORD,72530094846,2018-01-12 19:00:00+00:00,72530094846,2018-01-12 18:51:00+00:00,FM-15,MET13101/12/18 12:51:02 METAR KORD 121851Z 36021G28KT 8SM -SN OVC022 M07/M12 A3012 RMK AO2 PK WND 01031/1819 SLP209 P0000 T10671122 (MJP),12875.0
92,20180112,596,DEN,72565003017,2018-01-12 19:40:00+00:00,72565003017,2018-01-12 19:53:00+00:00,FM-15,MET13201/12/18 12:53:02 METAR KDEN 121953Z 04009KT 10SM FEW035 BKN045 BKN070 04/M02 A3010 RMK AO2 PK WND 01029/1917 SLP195 T00391022 (MAD),16093.0
93,20180112,509,ORD,72530094846,2018-01-12 20:02:00+00:00,72530094846,2018-01-12 19:51:00+00:00,FM-15,MET13101/12/18 13:51:02 METAR KORD 121951Z 36022G32KT 6SM -SN OVC024 M07/M12 A3015 RMK AO2 PK WND 01032/1945 SLP222 P0000 T10671122 (MJP),9656.0
88,20180112,1410,IAH,72243012960,2018-01-12 20:35:00+00:00,72243012960,2018-01-12 20:53:00+00:00,FM-15,MET10801/12/18 14:53:02 METAR KIAH 122053Z 35018G23KT 10SM FEW250 09/M05 A3018 RMK AO2 SLP221 T00891050 56020 (WS),16093.0
85,20180112,1850,ORD,72530094846,2018-01-12 20:51:00+00:00,72530094846,2018-01-12 20:51:00+00:00,FM-15,MET14301/12/18 14:51:02 METAR KORD 122051Z 36018G29KT 9SM -SN OVC027 M07/M13 A3020 RMK AO2 PK WND 01029/1952 SLP236 P0000 60000 T10671128 53027 (KLC),14484.0
81,20180112,950,IAD,72403093738,2018-01-12 23:00:00+00:00,72403093738,2018-01-12 22:52:00+00:00,FM-15,MET12201/12/18 17:52:02 METAR KIAD 122252Z 15009KT 10SM BKN012 OVC018 18/18 A2961 RMK AO2 RAB2156E09 SLP026 P0000 T01830178 (JH),16093.0
84,20180112,999,EWR,72502014734,2018-01-12 23:40:00+00:00,72502014734,2018-01-12 23:47:00+00:00,FM-16,MET10601/12/18 18:47:02 SPECI KEWR 122347Z 17005KT 2SM -DZ BR OVC003 16/16 A2971 RMK AO2 CIG 002V004 P0000 (DHA),3219.0
94,20180112,972,ORD,72530094846,2018-01-13 00:00:00+00:00,72530094846,2018-01-12 23:51:00+00:00,FM-15,MET15501/12/18 17:51:02 METAR KORD 122351Z 35016G26KT 9SM -SN OVC027 M07/M13 A3028 RMK AO2 PK WND 36029/2323 SLP266 P0000 60000 T10721133 11061 21072 51029 (KLC),14484.0
87,20180112,909,ORD,72530094846,2018-01-13 00:05:00+00:00,72530094846,2018-01-12 23:51:00+00:00,FM-15,MET15501/12/18 17:51:02 METAR KORD 122351Z 35016G26KT 9SM -SN OVC027 M07/M13 A3028 RMK AO2 PK WND 36029/2323 SLP266 P0000 60000 T10721133 11061 21072 51029 (KLC),14484.0
82,20180112,677,EWR,72502014734,2018-01-13 00:30:00+00:00,72502014734,2018-01-13 00:32:00+00:00,FM-16,MET13701/12/18 19:32:01 SPECI KEWR 130032Z 16005KT 1/2SM R04R/P6000FT -RA BR FEW002 BKN004 OVC008 16/15 A2969 RMK AO2 SFC VIS 2 P0003 T01560150,805.0
78,20180112,2162,SFO,72494023234,2018-01-13 06:45:00+00:00,72494023234,2018-01-13 06:56:00+00:00,FM-15,MET09001/12/18 22:56:02 METAR KSFO 130656Z 14005KT 10SM CLR 11/08 A3029 RMK AO2 SLP257 T01060083,16093.0
90,20180112,2081,SFO,72494023234,2018-01-13 07:15:00+00:00,72494023234,2018-01-13 06:56:00+00:00,FM-15,MET09001/12/18 22:56:02 METAR KSFO 130656Z 14005KT 10SM CLR 11/08 A3029 RMK AO2 SLP257 T01060083,16093.0
