FLIGHTDATE,DEST,DATE,STATION,REPORT_TYPE,WND,CIG,VIS,TMP,DEW,SLP,REM,VIS_METERS,WND_ANGLE,WND_SPEED,CIG_HEIGHT,TMP_DEG_C,DEW_DEG_C
20180511,MAN,2018-05-12 06:20:00+00:00,72073400264,FM-15,"300,5,N,0051,5","22000,5,9,N","016093,5,N,5","+0120,5","+0040,5","99999,9",MET08305/11/18 23:15:02 METAR KMAN 120615Z 30010KT 10SM FEW080 SCT120 12/04 A2983 RMK A01,16093,300,51,22000,120,40
20180512,DEN,2018-05-12 17:19:00+00:00,72565003017,FM-16,"040,5,N,0067,5","00061,5,W,N","000402,5,N,5","+0128,5","+0106,5","99999,9",MET10805/12/18 10:19:02 SPECI KDEN 121719Z 04013KT 1/4SM R35L/P6000FT FG VV002 13/11 A3001 RMK AO2 T01280106 (PJM),402,40,67,61,128,106
20180512,DEN,2018-05-12 17:19:00+00:00,72565003017,FM-16,"040,5,N,0067,5","00061,5,W,N","000402,5,N,5","+0128,5","+0106,5","99999,9",MET10805/12/18 10:19:02 SPECI KDEN 121719Z 04013KT 1/4SM R35L/P6000FT FG VV002 13/11 A3001 RMK AO2 T01280106 (PJM),402,40,67,61,128,106
20180512,DEN,2018-05-12 17:19:00+00:00,72565003017,FM-16,"040,5,N,0067,5","00061,5,W,N","000402,5,N,5","+0128,5","+0106,5","99999,9",MET10805/12/18 10:19:02 SPECI KDEN 121719Z 04013KT 1/4SM R35L/P6000FT FG VV002 13/11 A3001 RMK AO2 T01280106 (PJM),402,40,67,61,128,106
20180512,DEN,2018-05-12 17:19:00+00:00,72565003017,FM-16,"040,5,N,0067,5","00061,5,W,N","000402,5,N,5","+0128,5","+0106,5","99999,9",MET10805/12/18 10:19:02 SPECI KDEN 121719Z 04013KT 1/4SM R35L/P6000FT FG VV002 13/11 A3001 RMK AO2 T01280106 (PJM),402,40,67,61,128,106
20180512,DEN,2018-05-12 17:19:00+00:00,72565003017,FM-16,"040,5,N,0067,5","00061,5,W,N","000402,5,N,5","+0128,5","+0106,5","99999,9",MET10805/12/18 10:19:02 SPECI KDEN 121719Z 04013KT 1/4SM R35L/P6000FT FG VV002 13/11 A3001 RMK AO2 T01280106 (PJM),402,40,67,61,128,106
20180512,DEN,2018-05-12 17:19:00+00:00,72565003017,FM-16,"040,5,N,0067,5","00061,5,W,N","000402,5,N,5","+0128,5","+0106,5","99999,9",MET10805/12/18 10:19:02 SPECI KDEN 121719Z 04013KT 1/4SM R35L/P6000FT FG VV002 13/11 A3001 RMK AO2 T01280106 (PJM),402,40,67,61,128,106
20180512,DEN,2018-05-12 17:19:00+00:00,72565003017,FM-16,"040,5,N,0067,5","00061,5,W,N","000402,5,N,5","+0128,5","+0106,5","99999,9",MET10805/12/18 10:19:02 SPECI KDEN 121719Z 04013KT 1/4SM R35L/P6000FT FG VV002 13/11 A3001 RMK AO2 T01280106 (PJM),402,40,67,61,128,106
20180512,DEN,2018-05-12 17:19:00+00:00,72565003017,FM-16,"040,5,N,0067,5","00061,5,W,N","000402,5,N,5","+0128,5","+0106,5","99999,9",MET10805/12/18 10:19:02 SPECI KDEN 121719Z 04013KT 1/4SM R35L/P6000FT FG VV002 13/11 A3001 RMK AO2 T01280106 (PJM),402,40,67,61,128,106
20180512,DEN,2018-05-12 17:19:00+00:00,72565003017,FM-16,"040,5,N,0067,5","00061,5,W,N","000402,5,N,5","+0128,5","+0106,5","99999,9",MET10805/12/18 10:19:02 SPECI KDEN 121719Z 04013KT 1/4SM R35L/P6000FT FG VV002 13/11 A3001 RMK AO2 T01280106 (PJM),402,40,67,61,128,106
20180512,DEN,2018-05-12 17:19:00+00:00,72565003017,FM-16,"040,5,N,0067,5","00061,5,W,N","000402,5,N,5","+0128,5","+0106,5","99999,9",MET10805/12/18 10:19:02 SPECI KDEN 121719Z 04013KT 1/4SM R35L/P6000FT FG VV002 13/11 A3001 RMK AO2 T01280106 (PJM),402,40,67,61,128,106
20180512,DEN,2018-05-12 17:19:00+00:00,72565003017,FM-16,"040,5,N,0067,5","00061,5,W,N","000402,5,N,5","+0128,5","+0106,5","99999,9",MET10805/12/18 10:19:02 SPECI KDEN 121719Z 04013KT 1/4SM R35L/P6000FT FG VV002 13/11 A3001 RMK AO2 T01280106 (PJM),402,40,67,61,128,106
20180512,DEN,2018-05-13 13:53:00+00:00,72565003017,FM-15,"100,5,N,0031,5","00091,5,W,N","000402,A,N,A","+0100,5","+0094,5","10132,5",MET12505/13/18 06:53:02 METAR KDEN 131353Z 10006KT 1/4SM R35L/P6000FT BR VV003 10/09 A3004 RMK AO2 SFC VIS 3 SLP132 T01000094 (PJM),402,100,31,91,100,94
20180513,DEN,2018-05-13 13:53:00+00:00,72565003017,FM-15,"100,5,N,0031,5","00091,5,W,N","000402,A,N,A","+0100,5","+0094,5","10132,5",MET12505/13/18 06:53:02 METAR KDEN 131353Z 10006KT 1/4SM R35L/P6000FT BR VV003 10/09 A3004 RMK AO2 SFC VIS 3 SLP132 T01000094 (PJM),402,100,31,91,100,94
20180513,AMS,2018-05-14 05:25:00+00:00,06240099999,FM-15,"330,1,V,0041,1","00030,1,C,N","000250,1,9,9","+0120,1","+0120,1","99999,9",MET122METAR EHAM 140525Z 33008KT 300V010 0250 R18C/0450N R27/0400N R18R/0450U R06/0550N FG OVC001 12/12 Q1013 BECMG 1000 BKN003=,250,330,41,30,120,120
20180513,AMS,2018-05-14 05:25:00+00:00,06240099999,FM-15,"330,1,V,0041,1","00030,1,C,N","000250,1,9,9","+0120,1","+0120,1","99999,9",MET122METAR EHAM 140525Z 33008KT 300V010 0250 R18C/0450N R27/0400N R18R/0450U R06/0550N FG OVC001 12/12 Q1013 BECMG 1000 BKN003=,250,330,41,30,120,120
20180514,MAN,2018-05-15 06:20:00+00:00,72073400264,FM-15,"999,9,C,0000,5","22000,5,9,N","016093,5,N,5","+0160,C","+0050,C","99999,9",MET07305/14/18 21:55:01 METAR KMAN 150455Z 00000KT 10SM CLR 16/05 A2993 RMK A01,16093,999,0,22000,160,50
20180515,GVA,2018-05-16 05:20:00+00:00,06700099999,FM-15,"999,9,V,0010,1","00030,1,W,N","000200,1,9,9","+0100,1","+0100,1","99999,9",MET079METAR LSGG 160520Z VRB02KT 0200 R05/0600N R23/0500N FG VV001 10/10 Q1016 NOSIG=,200,999,10,30,100,100
20180515,GVA,2018-05-16 05:20:00+00:00,06700099999,FM-15,"999,9,V,0010,1","00030,1,W,N","000200,1,9,9","+0100,1","+0100,1","99999,9",MET079METAR LSGG 160520Z VRB02KT 0200 R05/0600N R23/0500N FG VV001 10/10 Q1016 NOSIG=,200,999,10,30,100,100
20180516,LGA,2018-05-17 03:51:00+00:00,72503014732,FM-15,"040,5,N,0041,5","00061,5,M,N","000201,A,N,A","+0128,5","+0122,5","10173,5",MET13805/16/18 22:51:02 METAR KLGA 170351Z 04008KT 1/8SM R04/5000VP6000FT FG OVC002 13/12 A3004 RMK AO2 SFC VIS 1/2 RAE23 SLP173 P0000 T01280122,201,40,41,61,128,122
20180516,LGA,2018-05-17 03:51:00+00:00,72503014732,FM-15,"040,5,N,0041,5","00061,5,M,N","000201,A,N,A","+0128,5","+0122,5","10173,5",MET13805/16/18 22:51:02 METAR KLGA 170351Z 04008KT 1/8SM R04/5000VP6000FT FG OVC002 13/12 A3004 RMK AO2 SFC VIS 1/2 RAE23 SLP173 P0000 T01280122,201,40,41,61,128,122
20180517,EZE,2018-05-18 12:00:00+00:00,87576099999,FM-15,"300,1,N,0015,1","22000,1,9,N","000500,1,9,9","+0070,1","+0070,1","99999,9",MET067METAR SAEZ 181200Z 30003KT 0500 R11/0400N FG NSC 07/07 Q1017 NOSIG=,500,300,15,22000,70,70
20180519,LGA,2018-05-19 22:51:00+00:00,72503014732,FM-15,"050,5,N,0041,5","00061,5,M,N","000402,A,N,A","+0128,5","+0117,5","10197,5",MET15405/19/18 17:51:02 METAR KLGA 192251Z 05008KT 1/4SM R04/6000VP6000FT -RA BR OVC002 13/12 A3011 RMK AO2 SFC VIS 3/4 DZE01RAB01 SLP197 P0000 T01280117 $ (JG),402,50,41,61,128,117
20180519,LGA,2018-05-19 22:51:00+00:00,72503014732,FM-15,"050,5,N,0041,5","00061,5,M,N","000402,A,N,A","+0128,5","+0117,5","10197,5",MET15405/19/18 17:51:02 METAR KLGA 192251Z 05008KT 1/4SM R04/6000VP6000FT -RA BR OVC002 13/12 A3011 RMK AO2 SFC VIS 3/4 DZE01RAB01 SLP197 P0000 T01280117 $ (JG),402,50,41,61,128,117
20180519,LGA,2018-05-19 23:51:00+00:00,72503014732,FM-15,"050,5,N,0031,5","00061,5,M,N","000402,5,N,5","+0128,5","+0122,5","10189,5",MET16805/19/18 18:51:02 METAR KLGA 192351Z 05006KT 1/4SM R04/4500V6000FT FG OVC002 13/12 A3009 RMK AO2 SFC VIS 1/2 RAE18 SLP189 P0000 60003 T01280122 10133 20122 58019 $ (JG),402,50,31,61,128,122
20180519,LGA,2018-05-20 01:51:00+00:00,72503014732,FM-15,"070,5,N,0031,5","00061,5,M,N","000402,5,N,5","+0122,5","+0117,5","10190,5",MET12205/19/18 20:51:01 METAR KLGA 200151Z 07006KT 1/4SM R04/3500V5000FT FG BKN002 OVC007 12/12 A3009 RMK AO2 SLP190 T01220117 $,402,70,31,61,122,117
20180519,LGA,2018-05-20 01:51:00+00:00,72503014732,FM-15,"070,5,N,0031,5","00061,5,M,N","000402,5,N,5","+0122,5","+0117,5","10190,5",MET12205/19/18 20:51:01 METAR KLGA 200151Z 07006KT 1/4SM R04/3500V5000FT FG BKN002 OVC007 12/12 A3009 RMK AO2 SLP190 T01220117 $,402,70,31,61,122,117
20180519,LGA,2018-05-20 01:51:00+00:00,72503014732,FM-15,"070,5,N,0031,5","00061,5,M,N","000402,5,N,5","+0122,5","+0117,5","10190,5",MET12205/19/18 20:51:01 METAR KLGA 200151Z 07006KT 1/4SM R04/3500V5000FT FG BKN002 OVC007 12/12 A3009 RMK AO2 SLP190 T01220117 $,402,70,31,61,122,117
20180519,LGA,2018-05-20 02:51:00+00:00,72503014732,FM-15,"030,5,N,0021,5","00091,5,W,N","000402,5,N,5","+0122,5","+0117,5","10184,5",MET15505/19/18 21:51:02 METAR KLGA 200251Z 03004KT 1/4SM R04/4500VP6000FT -RA FG VV003 12/12 A3008 RMK AO2 SFC VIS 1/2 RAB10 SLP184 P0002 60002 T01220117 58005 $,402,30,21,91,122,117
20180519,LGA,2018-05-20 02:51:00+00:00,72503014732,FM-15,"030,5,N,0021,5","00091,5,W,N","000402,5,N,5","+0122,5","+0117,5","10184,5",MET15505/19/18 21:51:02 METAR KLGA 200251Z 03004KT 1/4SM R04/4500VP6000FT -RA FG VV003 12/12 A3008 RMK AO2 SFC VIS 1/2 RAB10 SLP184 P0002 60002 T01220117 58005 $,402,30,21,91,122,117
20180519,LGA,2018-05-20 03:51:00+00:00,72503014732,FM-15,"010,5,N,0015,5","00091,5,W,N","000402,5,N,5","+0128,5","+0117,5","10183,5",MET13905/19/18 22:51:01 METAR KLGA 200351Z 01003KT 1/4SM R04/4500VP6000FT FG VV003 13/12 A3007 RMK AO2 SFC VIS 1/2 RAE14 SLP183 P0000 T01280117 $,402,10,15,91,128,117
20180519,BRU,2018-05-20 05:20:00+00:00,06451099999,FM-15,"010,1,V,0015,1","00030,1,C,N","000100,1,9,9","+0080,1","+0070,1","99999,9",MET108METAR EBBR 200520Z 01003KT 320V040 0100 R25L/0300N R25R/0325N R01/0300N FG OVC001 08/07 Q1023 BECMG 1000 BR=,100,10,15,30,80,70
20180519,BRU,2018-05-20 05:20:00+00:00,06451099999,FM-15,"010,1,V,0015,1","00030,1,C,N","000100,1,9,9","+0080,1","+0070,1","99999,9",MET108METAR EBBR 200520Z 01003KT 320V040 0100 R25L/0300N R25R/0325N R01/0300N FG OVC001 08/07 Q1023 BECMG 1000 BR=,100,10,15,30,80,70
20180519,AMS,2018-05-20 05:25:00+00:00,06240099999,FM-15,"999,9,V,0010,1","22000,1,9,N","000150,1,9,9","+0100,1","+0100,1","99999,9",MET107METAR EHAM 200525Z VRB02KT 0150 R18C/0200N R27/0225N R18R/0200N R06/0400N FG NSC 10/10 Q1023 BECMG 2000 BR=,150,999,10,22000,100,100
20180519,AMS,2018-05-20 05:25:00+00:00,06240099999,FM-15,"999,9,V,0010,1","22000,1,9,N","000150,1,9,9","+0100,1","+0100,1","99999,9",MET107METAR EHAM 200525Z VRB02KT 0150 R18C/0200N R27/0225N R18R/0200N R06/0400N FG NSC 10/10 Q1023 BECMG 2000 BR=,150,999,10,22000,100,100
20180519,EWR,2018-05-20 06:51:00+00:00,72502014734,FM-15,"999,9,C,0000,5","00061,5,W,N","000402,5,N,5","+0133,5","+0133,5","10155,5",MET13305/20/18 01:51:02 METAR KEWR 200651Z 00000KT 1/4SM R04R/1400V1600FT FG VV002 13/13 A2999 RMK AO2 TWR VIS 1/2 SLP155 T01330133 $ (MVC),402,999,0,61,133,133
20180521,ORD,2018-05-22 06:03:00+00:00,72530094846,FM-16,"020,5,N,0015,5","00061,5,W,N","000402,5,N,5","+0122,5","+0117,5","99999,9",MET11205/22/18 00:03:02 SPECI KORD 220603Z 02003KT 1/4SM R10L/1600V5000FT FG VV002 12/12 A2997 RMK AO2 T01220117 (SMN),402,20,15,61,122,117
20180524,AUS,2018-05-24 13:24:00+00:00,72254013904,FM-16,"999,9,C,0000,5","00061,5,W,N","000402,5,N,5","+0222,5","+0222,5","99999,9",MET11305/24/18 07:24:02 SPECI KAUS 241324Z 00000KT 1/4SM R17L/2200V3000FT FG VV002 22/22 A3007 RMK AO2 T02220222 $ (JP),402,999,0,61,222,222
20180525,SCL,2018-05-26 12:00:00+00:00,85574099999,FM-15,"240,1,N,0015,1","00061,1,C,N","000700,1,9,9","+0050,1","+0040,1","99999,9",MET082METAR SCEL 261200Z 24003KT 0700 R17L/0900U R17R/0400N FG OVC002 05/04 Q1017 NOSIG=,700,240,15,61,50,40
20180526,EDI,2018-05-27 09:20:00+00:00,03160099999,FM-15,"070,1,N,0057,1","00030,1,C,N","000500,1,9,9","+0090,1","+0090,1","99999,9",MET064METAR EGPH 270920Z 07011KT 0500 R06/P1500 BR OVC001 09/09 Q1025=,500,70,57,30,90,90
20180527,EDI,2018-05-28 06:20:00+00:00,03160099999,FM-15,"060,1,V,0021,1","99999,9,9,N","000500,1,9,9","+0100,1","+0100,1","99999,9",MET070METAR EGPH 280620Z 06004KT 030V100 0500 R06/0400 FG VV/// 10/10 Q1023=,500,60,21,99999,100,100
20180527,EDI,2018-05-28 06:20:00+00:00,03160099999,FM-15,"060,1,V,0021,1","99999,9,9,N","000500,1,9,9","+0100,1","+0100,1","99999,9",MET070METAR EGPH 280620Z 06004KT 030V100 0500 R06/0400 FG VV/// 10/10 Q1023=,500,60,21,99999,100,100
20180528,EDI,2018-05-29 06:20:00+00:00,03160099999,FM-15,"080,1,N,0031,1","99999,9,9,N","000450,1,9,9","+0100,1","+0100,1","99999,9",MET062METAR EGPH 290620Z 08006KT 0450 R06/0550 FG VV/// 10/10 Q1025=,450,80,31,99999,100,100
20180528,EDI,2018-05-29 06:20:00+00:00,03160099999,FM-15,"080,1,N,0031,1","99999,9,9,N","000450,1,9,9","+0100,1","+0100,1","99999,9",MET062METAR EGPH 290620Z 08006KT 0450 R06/0550 FG VV/// 10/10 Q1025=,450,80,31,99999,100,100
20180531,LGA,2018-06-01 03:51:00+00:00,72503014732,FM-15,"120,5,N,0031,5","00061,5,M,N","000201,A,N,A","+0183,5","+0178,5","10126,5",MET13105/31/18 22:51:03 METAR KLGA 010351Z 12006KT 1/8SM R04/4000VP6000FT FG OVC002 18/18 A2990 RMK AO2 SFC VIS 1/2 SLP126 T01830178 (RZ),201,120,31,61,183,178
20180531,LGA,2018-06-01 03:51:00+00:00,72503014732,FM-15,"120,5,N,0031,5","00061,5,M,N","000201,A,N,A","+0183,5","+0178,5","10126,5",MET13105/31/18 22:51:03 METAR KLGA 010351Z 12006KT 1/8SM R04/4000VP6000FT FG OVC002 18/18 A2990 RMK AO2 SFC VIS 1/2 SLP126 T01830178 (RZ),201,120,31,61,183,178
20180531,AMS,2018-06-01 05:25:00+00:00,06240099999,FM-15,"999,9,V,0010,1","00030,1,C,N","000100,1,9,9","+0160,1","+0160,1","99999,9",MET116METAR EHAM 010525Z VRB02KT 0100 R18C/0225N R27/0150N R18R/0150N R06/0650N FG BKN001 16/16 Q1015 BECMG 1200 BCFG NSC=,100,999,10,30,160,160
20180531,AMS,2018-06-01 05:25:00+00:00,06240099999,FM-15,"999,9,V,0010,1","00030,1,C,N","000100,1,9,9","+0160,1","+0160,1","99999,9",MET116METAR EHAM 010525Z VRB02KT 0100 R18C/0225N R27/0150N R18R/0150N R06/0650N FG BKN001 16/16 Q1015 BECMG 1200 BCFG NSC=,100,999,10,30,160,160
20180531,IAD,2018-06-01 09:52:00+00:00,72403093738,FM-15,"010,5,N,0015,5","00091,5,M,N","000402,A,N,A","+0206,5","+0206,5","10097,5",MET14006/01/18 04:52:02 METAR KIAD 010952Z 01003KT 1/4SM R01R/P6000FT BR OVC003 21/21 A2982 RMK AO2 SFC VIS 3 SLP097 VIS NE 2 T02060206 FIBI (MJL),402,10,15,91,206,206
20180531,IAD,2018-06-01 09:52:00+00:00,72403093738,FM-15,"010,5,N,0015,5","00091,5,M,N","000402,A,N,A","+0206,5","+0206,5","10097,5",MET14006/01/18 04:52:02 METAR KIAD 010952Z 01003KT 1/4SM R01R/P6000FT BR OVC003 21/21 A2982 RMK AO2 SFC VIS 3 SLP097 VIS NE 2 T02060206 FIBI (MJL),402,10,15,91,206,206
20180531,IAD,2018-06-01 09:52:00+00:00,72403093738,FM-15,"010,5,N,0015,5","00091,5,M,N","000402,A,N,A","+0206,5","+0206,5","10097,5",MET14006/01/18 04:52:02 METAR KIAD 010952Z 01003KT 1/4SM R01R/P6000FT BR OVC003 21/21 A2982 RMK AO2 SFC VIS 3 SLP097 VIS NE 2 T02060206 FIBI (MJL),402,10,15,91,206,206
20180531,PHL,2018-06-01 11:21:00+00:00,72408013739,FM-16,"140,5,N,0015,5","00061,5,W,N","000402,5,N,5","+0217,5","+0217,5","99999,9",MET11406/01/18 06:21:02 SPECI KPHL 011121Z 14003KT 1/4SM R09R/1400V1800FT FG VV002 22/22 A2983 RMK AO2 T02170217 $ (GAH),402,140,15,61,217,217
20180601,GLA,2018-06-02 06:20:00+00:00,03140099999,FM-15,"999,9,V,0010,1","00030,1,C,N","000750,1,9,9","+0140,1","+0140,1","99999,9",MET070METAR EGPF 020620Z AUTO VRB02KT 0750 R23/1300 BCFG BKN001 14/14 Q1017=,750,999,10,30,140,140
20180603,CLE,2018-06-03 17:26:00+00:00,72524014820,FM-16,"999,9,V,0021,5","00884,5,M,N","000402,5,N,5","+0220,5","+0210,5","99999,9",MET22906/03/18 12:26:02 SPECI KCLE 031726Z VRB04G30KT 1/4SM +TSRA FG FEW012 BKN029CB OVC065 22/21 A2976 RMK AO2 PK WND 29030/1722 LTG DSNT N AND NE AND S RAB11 TSB02 OCNL LTGICCC N AND OHD AND S TS N AND OHD AND S MOV E P0009 T02220206,402,999,21,884,220,210
20180603,BRU,2018-06-04 05:20:00+00:00,06451099999,FM-15,"050,1,N,0021,1","00030,1,C,N","000400,1,9,9","+0160,1","+0140,1","99999,9",MET092METAR EBBR 040520Z 05004KT 0400 R25L/1000U R25R/1000D R01/1000N FG BKN001 16/14 Q1015 NOSIG=,400,50,21,30,160,140
20180603,BRU,2018-06-04 05:20:00+00:00,06451099999,FM-15,"050,1,N,0021,1","00030,1,C,N","000400,1,9,9","+0160,1","+0140,1","99999,9",MET092METAR EBBR 040520Z 05004KT 0400 R25L/1000U R25R/1000D R01/1000N FG BKN001 16/14 Q1015 NOSIG=,400,50,21,30,160,140
20180604,EZE,2018-06-05 12:00:00+00:00,87576099999,FM-15,"230,1,N,0015,1","00061,1,C,N","000100,1,9,9","+0060,1","+0060,1","99999,9",MET069METAR SAEZ 051200Z 23003KT 0100 R11/0200 FG OVC002 06/06 Q1023 NOSIG=,100,230,15,61,60,60
20180604,EZE,2018-06-05 13:00:00+00:00,87576099999,FM-15,"999,9,C,0000,1","00061,1,C,N","000200,1,9,9","+0060,1","+0060,1","99999,9",MET069METAR SAEZ 051300Z 00000KT 0200 R11/0200 FG OVC002 06/06 Q1023 NOSIG=,200,999,0,61,60,60
20180607,CDG,2018-06-08 04:00:00+00:00,07157099999,FM-15,"340,1,N,0015,1","00030,1,C,N","000350,1,9,9","+0150,1","+0150,1","99999,9",MET148METAR LFPG 080400Z 34003KT 0350 R27L/0350N R09R/0400N R26R/P2000 R08L/P2000 R26L/P2000 R08R/P2000 R27R/0275N R09L/0375N FG BKN001 15/15 Q1015 NOSIG=,350,340,15,30,150,150
20180607,CDG,2018-06-08 05:00:00+00:00,07157099999,FM-15,"360,1,N,0026,1","99999,9,9,N","000300,1,9,9","+0160,1","+0160,1","99999,9",MET147METAR LFPG 080500Z 36005KT 0300 R27L/0375N R09R/0325N R26R/0450N R08L/0500N R26L/0550N R08R/0600N R27R/0275N R09L/0300N FG VV/// 16/16 Q1015 NOSIG=,300,360,26,99999,160,160
20180607,CDG,2018-06-08 07:00:00+00:00,07157099999,FM-15,"350,1,N,0031,1","99999,9,9,N","000350,1,9,9","+0170,1","+0170,1","99999,9",MET147METAR LFPG 080700Z 35006KT 0350 R27L/1000U R09R/0700U R26R/1400D R08L/1300U R26L/1600U R08R/1200D R27R/0550U R09L/0550U FG VV/// 17/17 Q1015 NOSIG=,350,350,31,99999,170,170
20180608,CDG,2018-06-09 07:00:00+00:00,07157099999,FM-15,"030,1,V,0041,1","00030,1,C,N","000700,1,9,9","+0150,1","+0140,1","99999,9",MET178METAR LFPG 090700Z 03008KT 350V110 0700 R27L/1000U R09R/0650N R26R/1600D R08L/1800U R26L/1500D R08R/1600U R27R/0750D R09L/0650N FG BKN001 BKN002 15/14 Q1014 BECMG 3000 BR BKN005=,700,30,41,30,150,140
20180610,ORD,2018-06-11 03:51:00+00:00,72530094846,FM-15,"360,5,N,0036,5","00061,5,M,N","000402,A,N,A","+0161,5","+0156,5","10115,5",MET12606/10/18 21:51:01 METAR KORD 110351Z 36007KT 1/4SM R10L/P6000FT BR OVC002 16/16 A2988 RMK AO2 SFC VIS 1 1/2 SLP115 T01610156 $,402,360,36,61,161,156
20180610,ORD,2018-06-11 03:51:00+00:00,72530094846,FM-15,"360,5,N,0036,5","00061,5,M,N","000402,A,N,A","+0161,5","+0156,5","10115,5",MET12606/10/18 21:51:01 METAR KORD 110351Z 36007KT 1/4SM R10L/P6000FT BR OVC002 16/16 A2988 RMK AO2 SFC VIS 1 1/2 SLP115 T01610156 $,402,360,36,61,161,156
20180610,ORD,2018-06-11 03:51:00+00:00,72530094846,FM-15,"360,5,N,0036,5","00061,5,M,N","000402,A,N,A","+0161,5","+0156,5","10115,5",MET12606/10/18 21:51:01 METAR KORD 110351Z 36007KT 1/4SM R10L/P6000FT BR OVC002 16/16 A2988 RMK AO2 SFC VIS 1 1/2 SLP115 T01610156 $,402,360,36,61,161,156
20180616,LIR,2018-06-16 12:00:00+00:00,78774099999,FM-15,"280,1,N,0010,1","04267,1,9,N","000500,1,9,9","+0230,1","+0230,1","99999,9",MET067METAR MRLB 161200Z 28002KT 0500 FG SCT002 BKN140 23/23 A2987 NOSIG=,500,280,10,4267,230,230
20180618,DEN,2018-06-18 12:53:00+00:00,72565003017,FM-15,"070,5,N,0021,5","00244,5,M,N","000402,A,N,A","+0128,5","+0122,5","10144,5",MET14006/18/18 05:53:02 METAR KDEN 181253Z 07004KT 1/4SM R35L/P6000FT BR FEW002 BKN008 OVC010 13/12 A3011 RMK AO2 SFC VIS 5 SLP144 T01280122 (SLK),402,70,21,244,128,122
20180618,DEN,2018-06-18 12:53:00+00:00,72565003017,FM-15,"070,5,N,0021,5","00244,5,M,N","000402,A,N,A","+0128,5","+0122,5","10144,5",MET14006/18/18 05:53:02 METAR KDEN 181253Z 07004KT 1/4SM R35L/P6000FT BR FEW002 BKN008 OVC010 13/12 A3011 RMK AO2 SFC VIS 5 SLP144 T01280122 (SLK),402,70,21,244,128,122
20180618,DEN,2018-06-18 12:53:00+00:00,72565003017,FM-15,"070,5,N,0021,5","00244,5,M,N","000402,A,N,A","+0128,5","+0122,5","10144,5",MET14006/18/18 05:53:02 METAR KDEN 181253Z 07004KT 1/4SM R35L/P6000FT BR FEW002 BKN008 OVC010 13/12 A3011 RMK AO2 SFC VIS 5 SLP144 T01280122 (SLK),402,70,21,244,128,122
20180618,DEN,2018-06-18 12:53:00+00:00,72565003017,FM-15,"070,5,N,0021,5","00244,5,M,N","000402,A,N,A","+0128,5","+0122,5","10144,5",MET14006/18/18 05:53:02 METAR KDEN 181253Z 07004KT 1/4SM R35L/P6000FT BR FEW002 BKN008 OVC010 13/12 A3011 RMK AO2 SFC VIS 5 SLP144 T01280122 (SLK),402,70,21,244,128,122
20180618,DEN,2018-06-18 12:53:00+00:00,72565003017,FM-15,"070,5,N,0021,5","00244,5,M,N","000402,A,N,A","+0128,5","+0122,5","10144,5",MET14006/18/18 05:53:02 METAR KDEN 181253Z 07004KT 1/4SM R35L/P6000FT BR FEW002 BKN008 OVC010 13/12 A3011 RMK AO2 SFC VIS 5 SLP144 T01280122 (SLK),402,70,21,244,128,122
20180618,DEN,2018-06-18 12:53:00+00:00,72565003017,FM-15,"070,5,N,0021,5","00244,5,M,N","000402,A,N,A","+0128,5","+0122,5","10144,5",MET14006/18/18 05:53:02 METAR KDEN 181253Z 07004KT 1/4SM R35L/P6000FT BR FEW002 BKN008 OVC010 13/12 A3011 RMK AO2 SFC VIS 5 SLP144 T01280122 (SLK),402,70,21,244,128,122
20180617,DEN,2018-06-18 12:53:00+00:00,72565003017,FM-15,"070,5,N,0021,5","00244,5,M,N","000402,A,N,A","+0128,5","+0122,5","10144,5",MET14006/18/18 05:53:02 METAR KDEN 181253Z 07004KT 1/4SM R35L/P6000FT BR FEW002 BKN008 OVC010 13/12 A3011 RMK AO2 SFC VIS 5 SLP144 T01280122 (SLK),402,70,21,244,128,122
20180617,DEN,2018-06-18 12:53:00+00:00,72565003017,FM-15,"070,5,N,0021,5","00244,5,M,N","000402,A,N,A","+0128,5","+0122,5","10144,5",MET14006/18/18 05:53:02 METAR KDEN 181253Z 07004KT 1/4SM R35L/P6000FT BR FEW002 BKN008 OVC010 13/12 A3011 RMK AO2 SFC VIS 5 SLP144 T01280122 (SLK),402,70,21,244,128,122
20180617,DEN,2018-06-18 12:53:00+00:00,72565003017,FM-15,"070,5,N,0021,5","00244,5,M,N","000402,A,N,A","+0128,5","+0122,5","10144,5",MET14006/18/18 05:53:02 METAR KDEN 181253Z 07004KT 1/4SM R35L/P6000FT BR FEW002 BKN008 OVC010 13/12 A3011 RMK AO2 SFC VIS 5 SLP144 T01280122 (SLK),402,70,21,244,128,122
20180618,DEN,2018-06-18 12:53:00+00:00,72565003017,FM-15,"070,5,N,0021,5","00244,5,M,N","000402,A,N,A","+0128,5","+0122,5","10144,5",MET14006/18/18 05:53:02 METAR KDEN 181253Z 07004KT 1/4SM R35L/P6000FT BR FEW002 BKN008 OVC010 13/12 A3011 RMK AO2 SFC VIS 5 SLP144 T01280122 (SLK),402,70,21,244,128,122
20180617,DEN,2018-06-18 12:53:00+00:00,72565003017,FM-15,"070,5,N,0021,5","00244,5,M,N","000402,A,N,A","+0128,5","+0122,5","10144,5",MET14006/18/18 05:53:02 METAR KDEN 181253Z 07004KT 1/4SM R35L/P6000FT BR FEW002 BKN008 OVC010 13/12 A3011 RMK AO2 SFC VIS 5 SLP144 T01280122 (SLK),402,70,21,244,128,122
