INDEX,FLIGHTDATE,FLIGHTNO,DEST,DEST_STATION,DESTOBSERVATIONTIME,STATION,DATE,REPORT_TYPE,DEST_UA_OBS,VIS_METERS
3081,20190208,389,IAD,72403093738,2019-02-08 12:52:00+00:00,72403093738,2019-02-08 12:52:00+00:00,FM-15,MET12602/08/19 07:52:02 METAR KIAD 081252Z 18004KT 1/4SM R01R/P6000FT FG VV002 09/08 A2994 RMK AO2 SFC VIS 1/2 SLP139 T00890083 (TH),402
3082,20190208,1744,IAD,72403093738,2019-02-08 12:52:00+00:00,72403093738,2019-02-08 12:52:00+00:00,FM-15,MET12602/08/19 07:52:02 METAR KIAD 081252Z 18004KT 1/4SM R01R/P6000FT FG VV002 09/08 A2994 RMK AO2 SFC VIS 1/2 SLP139 T00890083 (TH),402
3083,20190208,296,IAD,72403093738,2019-02-08 12:52:00+00:00,72403093738,2019-02-08 12:52:00+00:00,FM-15,MET12602/08/19 07:52:02 METAR KIAD 081252Z 18004KT 1/4SM R01R/P6000FT FG VV002 09/08 A2994 RMK AO2 SFC VIS 1/2 SLP139 T00890083 (TH),402
3084,20190208,2253,IAD,72403093738,2019-02-08 12:52:00+00:00,72403093738,2019-02-08 12:52:00+00:00,FM-15,MET12602/08/19 07:52:02 METAR KIAD 081252Z 18004KT 1/4SM R01R/P6000FT FG VV002 09/08 A2994 RMK AO2 SFC VIS 1/2 SLP139 T00890083 (TH),402
3097,20190210,317,IND,72438093819,2019-02-11 00:54:00+00:00,72438093819,2019-02-11 00:54:00+00:00,FM-15,MET12402/10/19 19:54:01 METAR KIND 110054Z 15006KT 1/4SM R05L/P6000FT BR OVC002 01/00 A3019 RMK AO2 SFC VIS 1 1/2 SLP232 T00060000,402
3095,20190210,457,IAH,72243012960,2019-02-11 05:53:00+00:00,72243012960,2019-02-11 05:53:00+00:00,FM-15,MET15502/10/19 23:53:02 METAR KIAH 110553Z 13011KT 1/4SM FG OVC002 18/18 A3004 RMK AO2 SFC VIS 1/2 RAE02 SLP171 P0000 60000 T01780178 10178 20167 402110067 58019,402
3089,20190210,341,IAH,72243012960,2019-02-11 05:53:00+00:00,72243012960,2019-02-11 05:53:00+00:00,FM-15,MET15502/10/19 23:53:02 METAR KIAH 110553Z 13011KT 1/4SM FG OVC002 18/18 A3004 RMK AO2 SFC VIS 1/2 RAE02 SLP171 P0000 60000 T01780178 10178 20167 402110067 58019,402
3092,20190210,2058,IAH,72243012960,2019-02-11 05:53:00+00:00,72243012960,2019-02-11 05:53:00+00:00,FM-15,MET15502/10/19 23:53:02 METAR KIAH 110553Z 13011KT 1/4SM FG OVC002 18/18 A3004 RMK AO2 SFC VIS 1/2 RAE02 SLP171 P0000 60000 T01780178 10178 20167 402110067 58019,402
3086,20190210,1152,ATL,72219013874,2019-02-11 11:52:00+00:00,72219013874,2019-02-11 11:52:00+00:00,FM-15,MET19102/11/19 06:52:02 METAR KATL 111152Z 11006KT 1/4SM R09R/5500VP6000FT -DZ BR OVC002 04/03 A3019 RMK AO2 SFC VIS 3/4 DZB39 SLP229 PCPN VRY LGT P0000 60000 70009 T00390028 10039 20028 58017 (DB),402
3100,20190211,634,IAH,72243012960,2019-02-11 11:53:00+00:00,72243012960,2019-02-11 11:53:00+00:00,FM-15,MET15902/11/19 05:53:02 METAR KIAH 111153Z 20004KT 1/4SM -RA FG VV002 18/18 A2996 RMK AO2 SFC VIS 1/2 RAB47 SLP145 P0000 60010 70010 T01830183 10183 20178 56012 (CB),402
3108,20190211,1036,IAH,72243012960,2019-02-11 11:53:00+00:00,72243012960,2019-02-11 11:53:00+00:00,FM-15,MET15902/11/19 05:53:02 METAR KIAH 111153Z 20004KT 1/4SM -RA FG VV002 18/18 A2996 RMK AO2 SFC VIS 1/2 RAB47 SLP145 P0000 60010 70010 T01830183 10183 20178 56012 (CB),402
3138,20190211,1006,IAH,72243012960,2019-02-11 11:53:00+00:00,72243012960,2019-02-11 11:53:00+00:00,FM-15,MET15902/11/19 05:53:02 METAR KIAH 111153Z 20004KT 1/4SM -RA FG VV002 18/18 A2996 RMK AO2 SFC VIS 1/2 RAB47 SLP145 P0000 60010 70010 T01830183 10183 20178 56012 (CB),402
3127,20190211,1459,IAH,72243012960,2019-02-11 11:53:00+00:00,72243012960,2019-02-11 11:53:00+00:00,FM-15,MET15902/11/19 05:53:02 METAR KIAH 111153Z 20004KT 1/4SM -RA FG VV002 18/18 A2996 RMK AO2 SFC VIS 1/2 RAB47 SLP145 P0000 60010 70010 T01830183 10183 20178 56012 (CB),402
3098,20190210,1204,IAH,72243012960,2019-02-11 11:53:00+00:00,72243012960,2019-02-11 11:53:00+00:00,FM-15,MET15902/11/19 05:53:02 METAR KIAH 111153Z 20004KT 1/4SM -RA FG VV002 18/18 A2996 RMK AO2 SFC VIS 1/2 RAB47 SLP145 P0000 60010 70010 T01830183 10183 20178 56012 (CB),402
3085,20190210,128,IAH,72243012960,2019-02-11 11:53:00+00:00,72243012960,2019-02-11 11:53:00+00:00,FM-15,MET15902/11/19 05:53:02 METAR KIAH 111153Z 20004KT 1/4SM -RA FG VV002 18/18 A2996 RMK AO2 SFC VIS 1/2 RAB47 SLP145 P0000 60010 70010 T01830183 10183 20178 56012 (CB),402
3111,20190211,1614,IAH,72243012960,2019-02-11 11:53:00+00:00,72243012960,2019-02-11 11:53:00+00:00,FM-15,MET15902/11/19 05:53:02 METAR KIAH 111153Z 20004KT 1/4SM -RA FG VV002 18/18 A2996 RMK AO2 SFC VIS 1/2 RAB47 SLP145 P0000 60010 70010 T01830183 10183 20178 56012 (CB),402
3093,20190210,63,IAH,72243012960,2019-02-11 11:53:00+00:00,72243012960,2019-02-11 11:53:00+00:00,FM-15,MET15902/11/19 05:53:02 METAR KIAH 111153Z 20004KT 1/4SM -RA FG VV002 18/18 A2996 RMK AO2 SFC VIS 1/2 RAB47 SLP145 P0000 60010 70010 T01830183 10183 20178 56012 (CB),402
3090,20190210,818,IAH,72243012960,2019-02-11 11:53:00+00:00,72243012960,2019-02-11 11:53:00+00:00,FM-15,MET15902/11/19 05:53:02 METAR KIAH 111153Z 20004KT 1/4SM -RA FG VV002 18/18 A2996 RMK AO2 SFC VIS 1/2 RAB47 SLP145 P0000 60010 70010 T01830183 10183 20178 56012 (CB),402
3094,20190210,383,DEN,72565003017,2019-02-11 13:53:00+00:00,72565003017,2019-02-11 13:53:00+00:00,FM-15,MET12902/11/19 06:53:02 METAR KDEN 111353Z 09004KT 1/4SM R35L/1200V2400FT FZFG VV001 M11/M11 A2956 RMK AO2 SLP054 I1000 T11061111 (SLK),402
3091,20190210,1685,DEN,72565003017,2019-02-11 13:53:00+00:00,72565003017,2019-02-11 13:53:00+00:00,FM-15,MET12902/11/19 06:53:02 METAR KDEN 111353Z 09004KT 1/4SM R35L/1200V2400FT FZFG VV001 M11/M11 A2956 RMK AO2 SLP054 I1000 T11061111 (SLK),402
3088,20190210,1731,DEN,72565003017,2019-02-11 13:53:00+00:00,72565003017,2019-02-11 13:53:00+00:00,FM-15,MET12902/11/19 06:53:02 METAR KDEN 111353Z 09004KT 1/4SM R35L/1200V2400FT FZFG VV001 M11/M11 A2956 RMK AO2 SLP054 I1000 T11061111 (SLK),402
3107,20190211,1872,DEN,72565003017,2019-02-11 13:53:00+00:00,72565003017,2019-02-11 13:53:00+00:00,FM-15,MET12902/11/19 06:53:02 METAR KDEN 111353Z 09004KT 1/4SM R35L/1200V2400FT FZFG VV001 M11/M11 A2956 RMK AO2 SLP054 I1000 T11061111 (SLK),402
3096,20190210,1104,DEN,72565003017,2019-02-11 13:53:00+00:00,72565003017,2019-02-11 13:53:00+00:00,FM-15,MET12902/11/19 06:53:02 METAR KDEN 111353Z 09004KT 1/4SM R35L/1200V2400FT FZFG VV001 M11/M11 A2956 RMK AO2 SLP054 I1000 T11061111 (SLK),402
3087,20190210,1430,DEN,72565003017,2019-02-11 13:53:00+00:00,72565003017,2019-02-11 13:53:00+00:00,FM-15,MET12902/11/19 06:53:02 METAR KDEN 111353Z 09004KT 1/4SM R35L/1200V2400FT FZFG VV001 M11/M11 A2956 RMK AO2 SLP054 I1000 T11061111 (SLK),402
3124,20190211,695,DEN,72565003017,2019-02-11 14:19:00+00:00,72565003017,2019-02-11 14:19:00+00:00,FM-16,MET11902/11/19 07:19:02 SPECI KDEN 111419Z 17003KT 1/4SM R35L/0800VP6000FT FZFG VV001 M11/M12 A2956 RMK AO2 T11111122 $ (MAD),402
3106,20190211,802,DEN,72565003017,2019-02-11 14:19:00+00:00,72565003017,2019-02-11 14:19:00+00:00,FM-16,MET11902/11/19 07:19:02 SPECI KDEN 111419Z 17003KT 1/4SM R35L/0800VP6000FT FZFG VV001 M11/M12 A2956 RMK AO2 T11111122 $ (MAD),402
3113,20190211,1864,DEN,72565003017,2019-02-11 14:19:00+00:00,72565003017,2019-02-11 14:19:00+00:00,FM-16,MET11902/11/19 07:19:02 SPECI KDEN 111419Z 17003KT 1/4SM R35L/0800VP6000FT FZFG VV001 M11/M12 A2956 RMK AO2 T11111122 $ (MAD),402
3125,20190211,323,DEN,72565003017,2019-02-11 17:16:00+00:00,72565003017,2019-02-11 17:16:00+00:00,FM-16,MET12202/11/19 10:16:02 SPECI KDEN 111716Z 34014G22KT 1/4SM R35L/3500VP6000FT FZFG VV002 M06/M07 A2962 RMK AO2 T10561067 $ (MAD),402
3130,20190211,1799,DEN,72565003017,2019-02-11 17:16:00+00:00,72565003017,2019-02-11 17:16:00+00:00,FM-16,MET12202/11/19 10:16:02 SPECI KDEN 111716Z 34014G22KT 1/4SM R35L/3500VP6000FT FZFG VV002 M06/M07 A2962 RMK AO2 T10561067 $ (MAD),402
3128,20190211,533,DEN,72565003017,2019-02-11 17:16:00+00:00,72565003017,2019-02-11 17:16:00+00:00,FM-16,MET12202/11/19 10:16:02 SPECI KDEN 111716Z 34014G22KT 1/4SM R35L/3500VP6000FT FZFG VV002 M06/M07 A2962 RMK AO2 T10561067 $ (MAD),402
3129,20190211,1822,DEN,72565003017,2019-02-11 17:16:00+00:00,72565003017,2019-02-11 17:16:00+00:00,FM-16,MET12202/11/19 10:16:02 SPECI KDEN 111716Z 34014G22KT 1/4SM R35L/3500VP6000FT FZFG VV002 M06/M07 A2962 RMK AO2 T10561067 $ (MAD),402
3136,20190211,732,DEN,72565003017,2019-02-11 17:16:00+00:00,72565003017,2019-02-11 17:16:00+00:00,FM-16,MET12202/11/19 10:16:02 SPECI KDEN 111716Z 34014G22KT 1/4SM R35L/3500VP6000FT FZFG VV002 M06/M07 A2962 RMK AO2 T10561067 $ (MAD),402
3133,20190211,637,DEN,72565003017,2019-02-11 17:16:00+00:00,72565003017,2019-02-11 17:16:00+00:00,FM-16,MET12202/11/19 10:16:02 SPECI KDEN 111716Z 34014G22KT 1/4SM R35L/3500VP6000FT FZFG VV002 M06/M07 A2962 RMK AO2 T10561067 $ (MAD),402
3134,20190211,1193,DEN,72565003017,2019-02-11 17:16:00+00:00,72565003017,2019-02-11 17:16:00+00:00,FM-16,MET12202/11/19 10:16:02 SPECI KDEN 111716Z 34014G22KT 1/4SM R35L/3500VP6000FT FZFG VV002 M06/M07 A2962 RMK AO2 T10561067 $ (MAD),402
3137,20190211,224,DEN,72565003017,2019-02-11 17:16:00+00:00,72565003017,2019-02-11 17:16:00+00:00,FM-16,MET12202/11/19 10:16:02 SPECI KDEN 111716Z 34014G22KT 1/4SM R35L/3500VP6000FT FZFG VV002 M06/M07 A2962 RMK AO2 T10561067 $ (MAD),402
3139,20190211,282,DEN,72565003017,2019-02-11 17:16:00+00:00,72565003017,2019-02-11 17:16:00+00:00,FM-16,MET12202/11/19 10:16:02 SPECI KDEN 111716Z 34014G22KT 1/4SM R35L/3500VP6000FT FZFG VV002 M06/M07 A2962 RMK AO2 T10561067 $ (MAD),402
3141,20190211,784,DEN,72565003017,2019-02-11 17:16:00+00:00,72565003017,2019-02-11 17:16:00+00:00,FM-16,MET12202/11/19 10:16:02 SPECI KDEN 111716Z 34014G22KT 1/4SM R35L/3500VP6000FT FZFG VV002 M06/M07 A2962 RMK AO2 T10561067 $ (MAD),402
3123,20190211,329,DEN,72565003017,2019-02-11 17:16:00+00:00,72565003017,2019-02-11 17:16:00+00:00,FM-16,MET12202/11/19 10:16:02 SPECI KDEN 111716Z 34014G22KT 1/4SM R35L/3500VP6000FT FZFG VV002 M06/M07 A2962 RMK AO2 T10561067 $ (MAD),402
3132,20190211,2005,DEN,72565003017,2019-02-11 17:16:00+00:00,72565003017,2019-02-11 17:16:00+00:00,FM-16,MET12202/11/19 10:16:02 SPECI KDEN 111716Z 34014G22KT 1/4SM R35L/3500VP6000FT FZFG VV002 M06/M07 A2962 RMK AO2 T10561067 $ (MAD),402
3122,20190211,866,DEN,72565003017,2019-02-11 17:16:00+00:00,72565003017,2019-02-11 17:16:00+00:00,FM-16,MET12202/11/19 10:16:02 SPECI KDEN 111716Z 34014G22KT 1/4SM R35L/3500VP6000FT FZFG VV002 M06/M07 A2962 RMK AO2 T10561067 $ (MAD),402
3104,20190211,479,DEN,72565003017,2019-02-11 17:16:00+00:00,72565003017,2019-02-11 17:16:00+00:00,FM-16,MET12202/11/19 10:16:02 SPECI KDEN 111716Z 34014G22KT 1/4SM R35L/3500VP6000FT FZFG VV002 M06/M07 A2962 RMK AO2 T10561067 $ (MAD),402
3120,20190211,513,DEN,72565003017,2019-02-11 17:16:00+00:00,72565003017,2019-02-11 17:16:00+00:00,FM-16,MET12202/11/19 10:16:02 SPECI KDEN 111716Z 34014G22KT 1/4SM R35L/3500VP6000FT FZFG VV002 M06/M07 A2962 RMK AO2 T10561067 $ (MAD),402
3099,20190211,763,DEN,72565003017,2019-02-11 17:16:00+00:00,72565003017,2019-02-11 17:16:00+00:00,FM-16,MET12202/11/19 10:16:02 SPECI KDEN 111716Z 34014G22KT 1/4SM R35L/3500VP6000FT FZFG VV002 M06/M07 A2962 RMK AO2 T10561067 $ (MAD),402
3101,20190211,1126,DEN,72565003017,2019-02-11 17:16:00+00:00,72565003017,2019-02-11 17:16:00+00:00,FM-16,MET12202/11/19 10:16:02 SPECI KDEN 111716Z 34014G22KT 1/4SM R35L/3500VP6000FT FZFG VV002 M06/M07 A2962 RMK AO2 T10561067 $ (MAD),402
3102,20190211,456,DEN,72565003017,2019-02-11 17:16:00+00:00,72565003017,2019-02-11 17:16:00+00:00,FM-16,MET12202/11/19 10:16:02 SPECI KDEN 111716Z 34014G22KT 1/4SM R35L/3500VP6000FT FZFG VV002 M06/M07 A2962 RMK AO2 T10561067 $ (MAD),402
3105,20190211,1736,DEN,72565003017,2019-02-11 17:16:00+00:00,72565003017,2019-02-11 17:16:00+00:00,FM-16,MET12202/11/19 10:16:02 SPECI KDEN 111716Z 34014G22KT 1/4SM R35L/3500VP6000FT FZFG VV002 M06/M07 A2962 RMK AO2 T10561067 $ (MAD),402
3109,20190211,2273,DEN,72565003017,2019-02-11 17:16:00+00:00,72565003017,2019-02-11 17:16:00+00:00,FM-16,MET12202/11/19 10:16:02 SPECI KDEN 111716Z 34014G22KT 1/4SM R35L/3500VP6000FT FZFG VV002 M06/M07 A2962 RMK AO2 T10561067 $ (MAD),402
3121,20190211,561,DEN,72565003017,2019-02-11 17:16:00+00:00,72565003017,2019-02-11 17:16:00+00:00,FM-16,MET12202/11/19 10:16:02 SPECI KDEN 111716Z 34014G22KT 1/4SM R35L/3500VP6000FT FZFG VV002 M06/M07 A2962 RMK AO2 T10561067 $ (MAD),402
3112,20190211,311,DEN,72565003017,2019-02-11 17:16:00+00:00,72565003017,2019-02-11 17:16:00+00:00,FM-16,MET12202/11/19 10:16:02 SPECI KDEN 111716Z 34014G22KT 1/4SM R35L/3500VP6000FT FZFG VV002 M06/M07 A2962 RMK AO2 T10561067 $ (MAD),402
3110,20190211,264,DEN,72565003017,2019-02-11 17:16:00+00:00,72565003017,2019-02-11 17:16:00+00:00,FM-16,MET12202/11/19 10:16:02 SPECI KDEN 111716Z 34014G22KT 1/4SM R35L/3500VP6000FT FZFG VV002 M06/M07 A2962 RMK AO2 T10561067 $ (MAD),402
3115,20190211,2393,DEN,72565003017,2019-02-11 17:16:00+00:00,72565003017,2019-02-11 17:16:00+00:00,FM-16,MET12202/11/19 10:16:02 SPECI KDEN 111716Z 34014G22KT 1/4SM R35L/3500VP6000FT FZFG VV002 M06/M07 A2962 RMK AO2 T10561067 $ (MAD),402
3116,20190211,1950,DEN,72565003017,2019-02-11 17:16:00+00:00,72565003017,2019-02-11 17:16:00+00:00,FM-16,MET12202/11/19 10:16:02 SPECI KDEN 111716Z 34014G22KT 1/4SM R35L/3500VP6000FT FZFG VV002 M06/M07 A2962 RMK AO2 T10561067 $ (MAD),402
3117,20190211,1274,DEN,72565003017,2019-02-11 17:16:00+00:00,72565003017,2019-02-11 17:16:00+00:00,FM-16,MET12202/11/19 10:16:02 SPECI KDEN 111716Z 34014G22KT 1/4SM R35L/3500VP6000FT FZFG VV002 M06/M07 A2962 RMK AO2 T10561067 $ (MAD),402
3118,20190211,1298,DEN,72565003017,2019-02-11 17:16:00+00:00,72565003017,2019-02-11 17:16:00+00:00,FM-16,MET12202/11/19 10:16:02 SPECI KDEN 111716Z 34014G22KT 1/4SM R35L/3500VP6000FT FZFG VV002 M06/M07 A2962 RMK AO2 T10561067 $ (MAD),402
3119,20190211,2089,DEN,72565003017,2019-02-11 17:16:00+00:00,72565003017,2019-02-11 17:16:00+00:00,FM-16,MET12202/11/19 10:16:02 SPECI KDEN 111716Z 34014G22KT 1/4SM R35L/3500VP6000FT FZFG VV002 M06/M07 A2962 RMK AO2 T10561067 $ (MAD),402
3114,20190211,587,DEN,72565003017,2019-02-11 17:16:00+00:00,72565003017,2019-02-11 17:16:00+00:00,FM-16,MET12202/11/19 10:16:02 SPECI KDEN 111716Z 34014G22KT 1/4SM R35L/3500VP6000FT FZFG VV002 M06/M07 A2962 RMK AO2 T10561067 $ (MAD),402
3140,20190211,1261,OKC,72353013967,2019-02-11 17:52:00+00:00,72353013967,2019-02-11 17:52:00+00:00,FM-15,MET15802/11/19 11:52:02 METAR KOKC 111752Z 18009KT 1/4SM R35R/2600V2800FT FG VV002 07/07 A2974 RMK AO2 DZE1654 SLP075 P0000 60006 T00720072 10072 20044 58014 $ (KJ),402
3103,20190211,241,SEA,72793024233,2019-02-11 23:21:00+00:00,72793024233,2019-02-11 23:21:00+00:00,FM-16,MET12102/11/19 15:21:02 SPECI KSEA 112321Z 11005KT 1/4SM R16L/2800V4500FT +SN FG VV008 01/00 A2967 RMK AO2 P0006 T00110000 (RS),402
3135,20190211,779,CHS,72208013880,2019-02-12 02:11:00+00:00,72208013880,2019-02-12 02:11:00+00:00,FM-16,MET11902/11/19 21:11:01 SPECI KCHS 120211Z 16003KT 1/8SM R15/1600V1800FT FG OVC002 15/15 A3013 RMK AO2 SFC VIS M1/4 T01500150,201
3131,20190211,671,CHS,72208013880,2019-02-12 03:56:00+00:00,72208013880,2019-02-12 03:56:00+00:00,FM-15,MET12402/11/19 22:56:01 METAR KCHS 120356Z 35007KT 1/8SM R15/2400V3000FT FG VV002 14/13 A3014 RMK AO2 SFC VIS 1/4 SLP206 T01390133,201
3126,20190211,1152,ATL,72219013874,2019-02-12 11:20:00+00:00,72219013874,2019-02-12 11:20:00+00:00,FM-16,MET16702/12/19 06:20:02 SPECI KATL 121120Z 17008KT 1/16SM R09R/P6000FT -DZ BR OVC002 16/14 A2994 RMK AO2 SFC VIS 1 DZB19 CIG 001V003 PCPN VRY LGT TWRINC P0000 T01560144 (DB),0
3154,20190212,831,DTW,72537094847,2019-02-12 19:53:00+00:00,72537094847,2019-02-12 19:53:00+00:00,FM-15,MET11602/12/19 14:53:02 METAR KDTW 121953Z 00000KT 1/4SM R03R/1600FT FG OVC002 01/M01 A2946 RMK AO2 SLP982 T00061006 (EJB),402
3142,20190212,532,BOS,72509014739,2019-02-12 20:05:00+00:00,72509014739,2019-02-12 20:05:00+00:00,FM-16,MET14402/12/19 15:05:02 SPECI KBOS 122005Z 07014KT 1/4SM R04R/2600V3000FT SN FZFG VV009 M02/M04 A3032 RMK AO2 TWR VIS 3/4 PRESFR P0002 T10171039 (HGC),402
3144,20190212,770,RDU,72306013722,2019-02-12 20:26:00+00:00,72306013722,2019-02-12 20:26:00+00:00,FM-16,MET06002/12/19 15:26:02 SPECI KRDU 122026Z 11004KT 1/8SM RVRNO RMK,201
3147,20190212,824,BOS,72509014739,2019-02-12 21:54:00+00:00,72509014739,2019-02-12 21:54:00+00:00,FM-15,MET15502/12/19 16:54:02 METAR KBOS 122154Z 09014G22KT 1/4SM R04R/4000V5500FT SN FZFG SCT006 OVC009 M01/M03 A3026 RMK AO2 TWR VIS 1/2 SLP245 P0008 T10061028 (HGC),402
3149,20190212,789,BOS,72509014739,2019-02-12 21:54:00+00:00,72509014739,2019-02-12 21:54:00+00:00,FM-15,MET15502/12/19 16:54:02 METAR KBOS 122154Z 09014G22KT 1/4SM R04R/4000V5500FT SN FZFG SCT006 OVC009 M01/M03 A3026 RMK AO2 TWR VIS 1/2 SLP245 P0008 T10061028 (HGC),402
3152,20190212,2047,BOS,72509014739,2019-02-12 21:54:00+00:00,72509014739,2019-02-12 21:54:00+00:00,FM-15,MET15502/12/19 16:54:02 METAR KBOS 122154Z 09014G22KT 1/4SM R04R/4000V5500FT SN FZFG SCT006 OVC009 M01/M03 A3026 RMK AO2 TWR VIS 1/2 SLP245 P0008 T10061028 (HGC),402
3150,20190212,2125,RDU,72306013722,2019-02-12 22:51:00+00:00,72306013722,2019-02-12 22:51:00+00:00,FM-15,MET06002/12/19 17:51:02 METAR KRDU 122251Z 01003KT 1/8SM RVRNO RMK,201
3151,20190212,1764,RDU,72306013722,2019-02-12 22:51:00+00:00,72306013722,2019-02-12 22:51:00+00:00,FM-15,MET06002/12/19 17:51:02 METAR KRDU 122251Z 01003KT 1/8SM RVRNO RMK,201
3153,20190212,425,RDU,72306013722,2019-02-12 22:51:00+00:00,72306013722,2019-02-12 22:51:00+00:00,FM-15,MET06002/12/19 17:51:02 METAR KRDU 122251Z 01003KT 1/8SM RVRNO RMK,201
3146,20190212,1851,BWI,72406093721,2019-02-13 04:15:00+00:00,72406093721,2019-02-13 04:15:00+00:00,FM-16,MET11502/12/19 23:15:01 SPECI KBWI 130415Z 25003KT 1/4SM R10/2000V2800FT -RA FG VV002 01/01 A2966 RMK AO2 P0000 T00110011,402
3145,20190212,915,CDG,07157099999,2019-02-13 05:00:00+00:00,07157099999,2019-02-13 05:00:00+00:00,FM-15,MET151METAR LFPG 130500Z 10004KT 0300 R27L/0325N R09R/0350N R26R/0300N R08L/0400N R26L/0375N R08R/0300N R27R/0275N R09L/0400N FZFG VV/// M02/M02 Q1036 NOSIG=,300
3143,20190212,517,IAD,72403093738,2019-02-13 05:52:00+00:00,72403093738,2019-02-13 05:52:00+00:00,FM-15,MET15502/13/19 00:52:02 METAR KIAD 130552Z VRB03KT 1/8SM R01R/P6000FT BR OVC002 02/01 A2966 RMK AO2 SFC VIS 1 3/4 SLP046 60003 T00170011 10022 20017 56022 $ (DL),201
3148,20190212,57,CDG,07157099999,2019-02-13 06:00:00+00:00,07157099999,2019-02-13 06:00:00+00:00,FM-15,MET151METAR LFPG 130600Z 09004KT 0300 R27L/0275N R09R/0325N R26R/0325N R08L/0400N R26L/0375N R08R/0325N R27R/0250N R09L/0350N FZFG VV/// M02/M02 Q1036 NOSIG=,300
3155,20190213,2427,GEG,72785024157,2019-02-14 06:23:00+00:00,72785024157,2019-02-14 06:23:00+00:00,FM-16,MET12602/13/19 22:23:02 SPECI KGEG 140623Z 00000KT 1/4SM R21/P6000FT FZFG OVC002 M06/M08 A2964 RMK AO2 TWR VIS 1/2 I1000 T10611078 $,402
3156,20190214,2061,GEG,72785024157,2019-02-15 06:53:00+00:00,72785024157,2019-02-15 06:53:00+00:00,FM-15,MET15202/14/19 22:53:02 METAR KGEG 150653Z 16004KT 1/4SM R21/5500VP6000FT -SN FZFG OVC002 M02/M03 A2937 RMK AO2 SFC VIS 1/2 SNB50 SLP966 P0000 I1001 T10221028,402
3157,20190215,502,GEG,72785024157,2019-02-15 19:27:00+00:00,72785024157,2019-02-15 19:27:00+00:00,FM-16,MET13102/15/19 11:27:02 SPECI KGEG 151927Z 00000KT 1/4SM R21/2600V2800FT +SN FZFG VV008 M01/M02 A2959 RMK AO2 TWR VIS 3/4 P0004 T10061017,402
3182,20190216,572,DEN,72565003017,2019-02-16 22:20:00+00:00,72565003017,2019-02-16 22:20:00+00:00,FM-16,MET14702/16/19 15:20:02 SPECI KDEN 162220Z 01015G25KT 1/4SM R35L/2400V3500FT +SN FZFG VV008 M03/M04 A2955 RMK AO2 PK WND 02026/2210 P0000 T10281039 (ARW),402
3174,20190216,1132,DEN,72565003017,2019-02-16 22:20:00+00:00,72565003017,2019-02-16 22:20:00+00:00,FM-16,MET14702/16/19 15:20:02 SPECI KDEN 162220Z 01015G25KT 1/4SM R35L/2400V3500FT +SN FZFG VV008 M03/M04 A2955 RMK AO2 PK WND 02026/2210 P0000 T10281039 (ARW),402
3185,20190216,1211,DEN,72565003017,2019-02-16 23:26:00+00:00,72565003017,2019-02-16 23:26:00+00:00,FM-16,MET14502/16/19 16:26:02 SPECI KDEN 162326Z 03011KT 1/4SM R35L/1600V3000FT SN FZFG BKN005 OVC200 M03/M04 A2958 RMK AO2 TWR VIS 1/4 P0007 T10281039 (ARW),402
3183,20190216,2300,DEN,72565003017,2019-02-16 23:26:00+00:00,72565003017,2019-02-16 23:26:00+00:00,FM-16,MET14502/16/19 16:26:02 SPECI KDEN 162326Z 03011KT 1/4SM R35L/1600V3000FT SN FZFG BKN005 OVC200 M03/M04 A2958 RMK AO2 TWR VIS 1/4 P0007 T10281039 (ARW),402
3181,20190216,314,DEN,72565003017,2019-02-16 23:26:00+00:00,72565003017,2019-02-16 23:26:00+00:00,FM-16,MET14502/16/19 16:26:02 SPECI KDEN 162326Z 03011KT 1/4SM R35L/1600V3000FT SN FZFG BKN005 OVC200 M03/M04 A2958 RMK AO2 TWR VIS 1/4 P0007 T10281039 (ARW),402
3179,20190216,1781,DEN,72565003017,2019-02-16 23:26:00+00:00,72565003017,2019-02-16 23:26:00+00:00,FM-16,MET14502/16/19 16:26:02 SPECI KDEN 162326Z 03011KT 1/4SM R35L/1600V3000FT SN FZFG BKN005 OVC200 M03/M04 A2958 RMK AO2 TWR VIS 1/4 P0007 T10281039 (ARW),402
3178,20190216,401,DEN,72565003017,2019-02-16 23:26:00+00:00,72565003017,2019-02-16 23:26:00+00:00,FM-16,MET14502/16/19 16:26:02 SPECI KDEN 162326Z 03011KT 1/4SM R35L/1600V3000FT SN FZFG BKN005 OVC200 M03/M04 A2958 RMK AO2 TWR VIS 1/4 P0007 T10281039 (ARW),402
3177,20190216,2429,DEN,72565003017,2019-02-16 23:26:00+00:00,72565003017,2019-02-16 23:26:00+00:00,FM-16,MET14502/16/19 16:26:02 SPECI KDEN 162326Z 03011KT 1/4SM R35L/1600V3000FT SN FZFG BKN005 OVC200 M03/M04 A2958 RMK AO2 TWR VIS 1/4 P0007 T10281039 (ARW),402
3176,20190216,738,DEN,72565003017,2019-02-16 23:26:00+00:00,72565003017,2019-02-16 23:26:00+00:00,FM-16,MET14502/16/19 16:26:02 SPECI KDEN 162326Z 03011KT 1/4SM R35L/1600V3000FT SN FZFG BKN005 OVC200 M03/M04 A2958 RMK AO2 TWR VIS 1/4 P0007 T10281039 (ARW),402
