INDEX,FLIGHTDATE,FLIGHTNO,DEST,DEST_STATION,IN_ZULU,STATION,DATE,REPORT_TYPE,ACT_ARRIVAL,VIS_METERS
1,20180101,418,SAN,72290023188,2018-01-01 18:37:00+00:00,72290023188,2018-01-01 18:51:00+00:00,FM-15,MET10701/01/18 10:51:02 METAR KSAN 011851Z 30007KT 6SM HZ BKN200 BKN250 17/12 A3018 RMK AO2 SLP220 T01670117 (MF),9656
0,20180101,555,SAN,72290023188,2018-01-01 19:27:00+00:00,72290023188,2018-01-01 19:51:00+00:00,FM-15,MET10401/01/18 11:51:02 METAR KSAN 011951Z 30010KT 7SM BKN200 BKN250 18/12 A3016 RMK AO2 SLP212 T01830117 (MF),11265
3,20180101,2150,SAN,72290023188,2018-01-01 19:52:00+00:00,72290023188,2018-01-01 19:51:00+00:00,FM-15,MET10401/01/18 11:51:02 METAR KSAN 011951Z 30010KT 7SM BKN200 BKN250 18/12 A3016 RMK AO2 SLP212 T01830117 (MF),11265
2,20180101,2422,OMA,72550014942,2018-01-02 06:03:00+00:00,72550014942,2018-01-02 05:52:00+00:00,FM-15,MET15001/01/18 23:52:02 METAR KOMA 020552Z 00000KT 10SM BCFG CLR M24/M29 A3078 RMK AO2 SLP455 4/003 FG OVR RIVER I6000 T12441289 11211 21256 411781289 58001,16093
6,20180102,1032,PTY,78792099999,2018-01-02 22:36:00+00:00,78792099999,2018-01-02 23:00:00+00:00,FM-15,MET085METAR MPTO 022300Z 00000KT 9999 FEW010 FEW020 SCT080 25/25 Q1009 REDZ RWY DAMP NOSIG=,9999
5,20180102,51,MAD,08221099999,2018-01-03 07:55:00+00:00,08221099999,2018-01-03 08:00:00+00:00,FM-15,MET089METAR LEMD 030800Z 18003KT 130V230 0200 R32L/0400N R32R/0250N FG VV001 08/08 Q1032 NOSIG=,200
8,20180103,678,YVR,71892099999,2018-01-04 05:30:00+00:00,71892099999,2018-01-04 05:44:00+00:00,FM-16,MET101SPECI CYVR 040544Z 01003KT 1/8SM R08R/1800FT/N R08L/2200FT/N FG OVC002 02/02 A3009 RMK FG6ST2 SLP192=,201
7,20180103,460,YVR,71892099999,2018-01-04 05:48:00+00:00,71892099999,2018-01-04 05:44:00+00:00,FM-16,MET101SPECI CYVR 040544Z 01003KT 1/8SM R08R/1800FT/N R08L/2200FT/N FG OVC002 02/02 A3009 RMK FG6ST2 SLP192=,201
9,20180103,829,YVR,71892099999,2018-01-04 05:56:00+00:00,71892099999,2018-01-04 06:00:00+00:00,FM-15,MET106METAR CYVR 040600Z 36003KT 1/8SM R08R/1600V2200FT/N R08L/3000FT/N FG OVC002 02/02 A3008 RMK FG6ST2 SLP189=,201
10,20180103,563,YVR,71892099999,2018-01-04 09:05:00+00:00,71892099999,2018-01-04 09:00:00+00:00,FM-15,MET101METAR CYVR 040900Z 03003KT 1/4SM R08R/2000FT/N R08L/2200FT/N FG OVC002 02/02 A3005 RMK FG6ST2 SLP177=,402
11,20180104,180,EWR,72502014734,2018-01-04 17:29:00+00:00,72502014734,2018-01-04 17:35:00+00:00,FM-16,MET15201/04/18 12:35:02 SPECI KEWR 041735Z 33018G27KT 1/4SM R04R/1800V2400FT SN BLSN FZFG VV006 M05/M06 A2932 RMK AO2 PK WND 33028/1653 P0014 T10501056 $ (DH),402
12,20180104,1990,BZN,72679724132,2018-01-04 19:15:00+00:00,72679724132,2018-01-04 19:13:00+00:00,FM-16,MET09801/04/18 12:13:02 SPECI KBZN 041913Z 00000KT 1/4SM FZFG VV002 M10/M11 A3021 RMK AO2 T11001106 (BW),402
20,20180105,1126,ANC,70273026451,2018-01-05 23:46:00+00:00,70273026451,2018-01-05 23:53:00+00:00,FM-15,MET14801/05/18 14:53:02 METAR PANC 052353Z 07004KT 1SM R07R/1200V1600FT BR VV002 M07/M08 A2950 RMK AO2 SLP992 4/007 I6000 T10721083 11072 21106 56016 (JC),1609
25,20180105,633,LAX,72295023174,2018-01-06 00:01:00+00:00,72295023174,2018-01-05 23:53:00+00:00,FM-15,MET13801/05/18 15:53:02 METAR KLAX 052353Z 28008KT 1/4SM R25L/1200VP6000FT FG OVC003 16/15 A3014 RMK AO2 SLP207 T01560150 10206 20156 56005 (MN),402
17,20180105,580,LAX,72295023174,2018-01-06 00:18:00+00:00,72295023174,2018-01-05 23:53:00+00:00,FM-15,MET13801/05/18 15:53:02 METAR KLAX 052353Z 28008KT 1/4SM R25L/1200VP6000FT FG OVC003 16/15 A3014 RMK AO2 SLP207 T01560150 10206 20156 56005 (MN),402
16,20180105,798,LAX,72295023174,2018-01-06 00:31:00+00:00,72295023174,2018-01-06 00:53:00+00:00,FM-15,MET11301/05/18 16:53:01 METAR KLAX 060053Z 25011KT 1/4SM R25L/2000V5500FT FG VV002 15/15 A3016 RMK AO2 SLP214 T01500150,402
15,20180105,1777,LAX,72295023174,2018-01-06 00:32:00+00:00,72295023174,2018-01-06 00:53:00+00:00,FM-15,MET11301/05/18 16:53:01 METAR KLAX 060053Z 25011KT 1/4SM R25L/2000V5500FT FG VV002 15/15 A3016 RMK AO2 SLP214 T01500150,402
22,20180105,788,LAX,72295023174,2018-01-06 00:43:00+00:00,72295023174,2018-01-06 00:53:00+00:00,FM-15,MET11301/05/18 16:53:01 METAR KLAX 060053Z 25011KT 1/4SM R25L/2000V5500FT FG VV002 15/15 A3016 RMK AO2 SLP214 T01500150,402
27,20180105,52,ZRH,06670099999,2018-01-06 06:44:00+00:00,06670099999,2018-01-06 06:50:00+00:00,FM-15,MET114METAR LSZH 060650Z 00000KT 0300 R14/1000U R16/0500N R28/P2000N R34/0700U PRFG VV002 04/04 Q1005 BECMG 1500 BKN017=,300
14,20180105,1216,ANC,70273026451,2018-01-06 07:39:00+00:00,70273026451,2018-01-06 07:53:00+00:00,FM-15,MET10201/05/18 22:53:02 METAR PANC 060753Z 34005KT 10SM FEW002 BKN130 M08/M11 A2945 RMK AO2 SLP976 T10781106,16093
26,20180105,1257,ANC,70273026451,2018-01-06 08:35:00+00:00,70273026451,2018-01-06 08:53:00+00:00,FM-15,MET12301/05/18 23:53:02 METAR PANC 060853Z 03004KT 10SM OVC110 M07/M09 A2946 RMK AO2 SLP980 I1000 I3000 T10721094 410561106 53004,16093
18,20180105,1292,LAX,72295023174,2018-01-06 12:58:00+00:00,72295023174,2018-01-06 12:53:00+00:00,FM-15,MET11801/06/18 04:53:02 METAR KLAX 061253Z 26009KT 1/8SM R25L/1200V1600FT FG VV002 14/14 A3014 RMK AO2 SLP204 T01440144 (RA),201
19,20180105,1147,LAX,72295023174,2018-01-06 13:00:00+00:00,72295023174,2018-01-06 13:04:00+00:00,FM-16,MET11101/06/18 05:04:02 SPECI KLAX 061304Z 26010KT 1/4SM R25L/1600V2800FT FG VV002 14/14 A3013 RMK AO2 T01440144 (RA),402
21,20180105,1706,LAX,72295023174,2018-01-06 13:14:00+00:00,72295023174,2018-01-06 13:04:00+00:00,FM-16,MET11101/06/18 05:04:02 SPECI KLAX 061304Z 26010KT 1/4SM R25L/1600V2800FT FG VV002 14/14 A3013 RMK AO2 T01440144 (RA),402
13,20180105,534,LAX,72295023174,2018-01-06 13:36:00+00:00,72295023174,2018-01-06 13:53:00+00:00,FM-15,MET13301/06/18 05:53:02 METAR KLAX 061353Z 28008KT 1/4SM R25L/2400VP6000FT FG VV002 14/14 A3013 RMK AO2 SLP203 VIS SW-NW 1/8 T01440144 (RA),402
28,20180106,840,LAX,72295023174,2018-01-06 13:50:00+00:00,72295023174,2018-01-06 13:53:00+00:00,FM-15,MET13301/06/18 05:53:02 METAR KLAX 061353Z 28008KT 1/4SM R25L/2400VP6000FT FG VV002 14/14 A3013 RMK AO2 SLP203 VIS SW-NW 1/8 T01440144 (RA),402
23,20180105,1281,LAX,72295023174,2018-01-06 13:54:00+00:00,72295023174,2018-01-06 13:53:00+00:00,FM-15,MET13301/06/18 05:53:02 METAR KLAX 061353Z 28008KT 1/4SM R25L/2400VP6000FT FG VV002 14/14 A3013 RMK AO2 SLP203 VIS SW-NW 1/8 T01440144 (RA),402
29,20180106,99,LAX,72295023174,2018-01-06 14:07:00+00:00,72295023174,2018-01-06 13:53:00+00:00,FM-15,MET13301/06/18 05:53:02 METAR KLAX 061353Z 28008KT 1/4SM R25L/2400VP6000FT FG VV002 14/14 A3013 RMK AO2 SLP203 VIS SW-NW 1/8 T01440144 (RA),402
30,20180106,582,LAX,72295023174,2018-01-06 14:24:00+00:00,72295023174,2018-01-06 14:53:00+00:00,FM-15,MET12501/06/18 06:53:02 METAR KLAX 061453Z 33004KT 1/4SM R25L/3500VP6000FT FG VV002 14/14 A3014 RMK AO2 SLP206 T01440144 51010 (RD),402
24,20180105,1110,LAX,72295023174,2018-01-06 14:53:00+00:00,72295023174,2018-01-06 14:53:00+00:00,FM-15,MET12501/06/18 06:53:02 METAR KLAX 061453Z 33004KT 1/4SM R25L/3500VP6000FT FG VV002 14/14 A3014 RMK AO2 SLP206 T01440144 51010 (RD),402
31,20180106,30,MUC,10866099999,2018-01-07 06:11:00+00:00,10866099999,2018-01-07 06:20:00+00:00,FM-15,MET082METAR EDDM 070620Z 05005KT 0300 R08L/0800N R08R/0800N FG OVC001 01/01 Q1015 NOSIG=,300
32,20180106,106,MUC,10866099999,2018-01-07 06:30:00+00:00,10866099999,2018-01-07 06:20:00+00:00,FM-15,MET082METAR EDDM 070620Z 05005KT 0300 R08L/0800N R08R/0800N FG OVC001 01/01 Q1015 NOSIG=,300
37,20180107,521,SLC,72572024127,2018-01-07 22:27:00+00:00,72572024127,2018-01-07 22:06:00+00:00,FM-16,MET11101/07/18 15:06:02 SPECI KSLC 072206Z 30007KT 1/8SM R16L/0800V1200FT FG VV002 03/02 A3021 RMK AO2 T00330022 (EE),201
34,20180107,1610,SLC,72572024127,2018-01-07 22:46:00+00:00,72572024127,2018-01-07 22:54:00+00:00,FM-15,MET11801/07/18 15:54:02 METAR KSLC 072254Z 30007KT 1/8SM R16L/0700V0800FT FG VV002 01/01 A3023 RMK AO2 SLP246 T00110011 (EE),201
35,20180107,1134,SLC,72572024127,2018-01-07 23:44:00+00:00,72572024127,2018-01-07 23:54:00+00:00,FM-15,MET15601/07/18 16:54:02 METAR KSLC 072354Z 32006KT 1/16SM R16L/0800FT FG VV002 01/01 A3024 RMK AO2 TWR VIS 1/8 SLP249 I1002 I6002 T00060006 10078 20006 53002 (EE),0
33,20180107,2170,SLC,72572024127,2018-01-08 06:45:00+00:00,72572024127,2018-01-08 06:54:00+00:00,FM-15,MET12901/07/18 23:54:02 METAR KSLC 080654Z 11004KT 1/8SM R16L/1400V2000FT FG VV002 00/00 A3020 RMK AO2 SLP231 I1001 T00000000 400780000,201
36,20180107,1747,SLC,72572024127,2018-01-08 07:41:00+00:00,72572024127,2018-01-08 07:54:00+00:00,FM-15,MET11301/08/18 00:54:02 METAR KSLC 080754Z 00000KT 1/8SM R16L/1200FT FG VV002 00/00 A3019 RMK AO2 SLP226 T00000000 (CF),201
38,20180108,588,SLC,72572024127,2018-01-08 18:28:00+00:00,72572024127,2018-01-08 18:54:00+00:00,FM-15,MET15501/08/18 11:54:02 METAR KSLC 081854Z 14004KT 1/4SM R16L/3000VP6000FT BR BCFG OVC004 M01/M01 A3009 RMK AO2 SFC VIS 1 1/4 PRESFR SLP203 I1000 T10061011 (WLL),402
39,20180108,675,GEG,72785024157,2018-01-08 23:14:00+00:00,72785024157,2018-01-08 22:53:00+00:00,FM-15,MET11301/08/18 14:53:02 METAR KGEG 082253Z 05006KT 1/16SM R03/0500FT FG VV001 01/01 A2979 RMK AO2 SLP103 T00110011 (DL),0
44,20180108,501,CVG,72421093814,2018-01-08 23:49:00+00:00,72421093814,2018-01-08 23:52:00+00:00,FM-15,MET14701/08/18 18:52:02 METAR KCVG 082352Z 23005KT 1/8SM R18C/4500V6000FT FG OVC002 03/03 A3016 RMK AO2 SFC VIS 1 SLP217 T00280028 10028 20022 53025 (JO),201
43,20180108,1717,JAX,72206013889,2018-01-09 04:02:00+00:00,72206013889,2018-01-09 03:56:00+00:00,FM-15,MET10701/08/18 22:56:02 METAR KJAX 090356Z 04004KT 1/4SM R08/1800FT FG VV002 13/12 A3017 RMK AO2 SLP215 T01280122,402
40,20180108,255,GEG,72785024157,2018-01-09 05:34:00+00:00,72785024157,2018-01-09 05:53:00+00:00,FM-15,MET14701/08/18 21:53:02 METAR KGEG 090553Z 05007KT 1/4SM R03/P6000FT BR OVC002 01/01 A2969 RMK AO2 SFC VIS 1 1/2 SLP069 4/002 T00060006 10006 20006 56018,402
41,20180108,860,IAD,72403093738,2018-01-09 11:21:00+00:00,72403093738,2018-01-09 10:52:00+00:00,FM-15,MET12501/09/18 05:52:02 METAR KIAD 091052Z 00000KT 1/2SM R01R/1000V1400FT FZFG VV001 M05/M05 A3018 RMK AO2 SLP222 T10501050 $ (MJL),805
42,20180108,262,IAD,72403093738,2018-01-09 11:38:00+00:00,72403093738,2018-01-09 11:50:00+00:00,FM-16,MET11901/09/18 06:50:02 SPECI KIAD 091150Z 00000KT 1/8SM R01R/0700V1000FT FZFG VV001 M03/M03 A3020 RMK AO2 I1000 $ FIBI (MJL),201
51,20180109,771,DFW,72259003927,2018-01-09 15:19:00+00:00,72259003927,2018-01-09 14:53:00+00:00,FM-15,MET13401/09/18 08:53:02 METAR KDFW 091453Z 14007KT 0SM R17C/1000V1200FT FG VV001 06/06 A3014 RMK AO2 SFC VIS 1/4 SLP208 T00560056 53003 (NJ),0
46,20180109,1504,DCA,72405013743,2018-01-09 15:39:00+00:00,72405013743,2018-01-09 15:52:00+00:00,FM-15,MET09701/09/18 10:52:02 METAR KDCA 091552Z 19006KT 7SM BKN250 02/02 A3028 RMK AO2 SLP253 T00220017 (RS),11265
50,20180109,217,DFW,72259003927,2018-01-09 17:14:00+00:00,72259003927,2018-01-09 17:15:00+00:00,FM-16,MET12701/09/18 11:15:02 SPECI KDFW 091715Z 16003KT 1/4SM R17C/5500VP6000FT BR OVC002 07/06 A3015 RMK AO2 SFC VIS 1 1/2 T00720061 (NJ),402
47,20180109,2393,YYC,71877099999,2018-01-09 18:13:00+00:00,71877099999,2018-01-09 18:00:00+00:00,FM-15,MET119METAR CYYC 091800Z 35018KT 1/8SM R35L/2000FT/N R29/3000V4500FT/N R35R/2000FT/N FZFG VV002 M08/M10 A2945 RMK FG8 SLP029=,201
48,20180109,2085,MSY,72231012916,2018-01-10 03:15:00+00:00,72231012916,2018-01-10 02:53:00+00:00,FM-15,MET10101/09/18 20:53:02 METAR KMSY 100253Z 07003KT 4SM BR OVC003 14/14 A3007 RMK AO2 SLP185 T01390139 58002,6437
45,20180109,255,GEG,72785024157,2018-01-10 04:27:00+00:00,72785024157,2018-01-10 04:53:00+00:00,FM-15,MET13101/09/18 20:53:02 METAR KGEG 100453Z 22012KT 1/4SM R21/P6000FT BR OVC002 00/00 A2960 RMK AO2 SFC VIS 2 DZE52 SLP036 P0000 T00000000,402
49,20180109,52,ZRH,06670099999,2018-01-10 06:41:00+00:00,06670099999,2018-01-10 06:50:00+00:00,FM-15,MET130METAR LSZH 100650Z 29003KT 260V320 0400 R14/0800U R16/0900D R28/P2000N R34/0600D PRFG SCT001 SCT220 M01/M02 Q1014 TEMPO 0300 FZFG=,400
53,20180109,134,ZRH,06670099999,2018-01-10 07:47:00+00:00,06670099999,2018-01-10 07:50:00+00:00,FM-15,MET119METAR LSZH 100750Z VRB03KT 0300 R14/0375N R16/0550N R28/0350N R34/0400N FZFG VV001 M01/M01 Q1014 TEMPO 0200 FZFG VV001=,300
54,20180110,855,IAH,72243012960,2018-01-10 13:06:00+00:00,72243012960,2018-01-10 12:53:00+00:00,FM-15,MET14301/10/18 06:53:02 METAR KIAH 101253Z 00000KT 1 1/2SM -DZ BR BKN003 OVC011 11/11 A3002 RMK AO2 SFC VIS 2 1/2 DZB51 SLP165 P0000 T01110111 $ (CB),2414
55,20180110,1238,MSY,72231012916,2018-01-10 14:32:00+00:00,72231012916,2018-01-10 14:53:00+00:00,FM-15,MET06001/10/18 08:53:02 METAR KMSY 101453Z 09008KT 1/4SM RVRNO RMK,402
52,20180109,252,IAH,72243012960,2018-01-10 15:10:00+00:00,72243012960,2018-01-10 15:09:00+00:00,FM-16,MET11001/10/18 09:09:02 SPECI KIAH 101509Z 06004KT 2SM BR BKN004 OVC019 12/12 A3003 RMK AO2 SFC VIS 4 T01170117 (WS),3219
65,20180111,618,SEA,72793024233,2018-01-11 20:02:00+00:00,72793024233,2018-01-11 19:53:00+00:00,FM-15,MET12401/11/18 11:53:02 METAR KSEA 111953Z 13004KT 6SM -RA BR FEW012 BKN019 OVC025 08/06 A2965 RMK AO2 SLP049 P0013 T00780061 (JC),9656
73,20180111,438,SEA,72793024233,2018-01-11 20:35:00+00:00,72793024233,2018-01-11 20:42:00+00:00,FM-16,MET14701/11/18 12:42:02 SPECI KSEA 112042Z 16005KT 1/4SM R16L/5500VP6000FT -RA BR SCT006 BKN015 OVC030 07/07 A2965 RMK AO2 SFC VIS 2 P0009 T00720067 (JC),402
74,20180111,209,SEA,72793024233,2018-01-11 20:50:00+00:00,72793024233,2018-01-11 20:51:00+00:00,FM-16,MET13001/11/18 12:51:02 SPECI KSEA 112051Z 16004KT 3SM R16L/6000VP6000FT -RA BR FEW003 BKN015 OVC030 08/07 A2966 RMK AO2 P0010 FIBI (JC),4828
66,20180111,675,GEG,72785024157,2018-01-11 21:05:00+00:00,72785024157,2018-01-11 20:53:00+00:00,FM-15,MET15601/11/18 12:53:02 METAR KGEG 112053Z 10005KT 1/4SM R03/3500FT SN FG VV005 01/01 A2982 RMK AO2 SFC VIS 1/2 SLP116 SNINCR 1/3 P0005 60014 T00060006 58037 (DL),402
64,20180111,1970,ATL,72219013874,2018-01-11 21:25:00+00:00,72219013874,2018-01-11 21:52:00+00:00,FM-15,MET16801/11/18 16:52:02 METAR KATL 112152Z 00000KT 1/4SM R09R/P6000FT BR BCFG BKN003 BKN007 OVC020 15/15 A2999 RMK AO2 SFC VIS 1 3/4 DZE46 SLP153 TWRINC P0000 T01500150 (CJL),402
72,20180111,449,ATL,72219013874,2018-01-11 21:43:00+00:00,72219013874,2018-01-11 21:52:00+00:00,FM-15,MET16801/11/18 16:52:02 METAR KATL 112152Z 00000KT 1/4SM R09R/P6000FT BR BCFG BKN003 BKN007 OVC020 15/15 A2999 RMK AO2 SFC VIS 1 3/4 DZE46 SLP153 TWRINC P0000 T01500150 (CJL),402
68,20180111,1949,ATL,72219013874,2018-01-11 22:50:00+00:00,72219013874,2018-01-11 22:52:00+00:00,FM-15,MET14701/11/18 17:52:02 METAR KATL 112252Z 07006KT 1/4SM R09R/P6000FT BR OVC003 15/15 A2998 RMK AO2 SFC VIS 3 RAB05E18 SLP151 TWRINC P0000 T01500150 (RF),402
61,20180111,568,ATL,72219013874,2018-01-11 23:59:00+00:00,72219013874,2018-01-11 23:52:00+00:00,FM-15,MET16501/11/18 18:52:02 METAR KATL 112352Z 09009KT 1/4SM R09R/P6000FT OVC003 15/15 A2997 RMK AO2 SFC VIS 7 SLP146 CIG 002V005 TWRINC 60000 T01500150 10156 20133 58008 (RF),402
63,20180111,575,ATL,72219013874,2018-01-12 00:02:00+00:00,72219013874,2018-01-11 23:52:00+00:00,FM-15,MET16501/11/18 18:52:02 METAR KATL 112352Z 09009KT 1/4SM R09R/P6000FT OVC003 15/15 A2997 RMK AO2 SFC VIS 7 SLP146 CIG 002V005 TWRINC 60000 T01500150 10156 20133 58008 (RF),402
56,20180111,1245,ATL,72219013874,2018-01-12 01:29:00+00:00,72219013874,2018-01-12 01:25:00+00:00,FM-16,MET11701/11/18 20:25:01 SPECI KATL 120125Z 09004KT 1/4SM R09R/5500VP6000FT BR VV002 14/14 A2994 RMK AO2 SFC VIS 1 T01440144,402
71,20180111,1983,TPA,72211012842,2018-01-12 03:38:00+00:00,72211012842,2018-01-12 03:26:00+00:00,FM-16,MET10701/11/18 22:26:02 SPECI KTPA 120326Z 00000KT 1/2SM R01L/2000V4500FT FG OVC002 19/18 A3000 RMK AO2 T01890178,805
59,20180111,1789,TPA,72211012842,2018-01-12 04:13:00+00:00,72211012842,2018-01-12 04:21:00+00:00,FM-16,MET10601/11/18 23:21:02 SPECI KTPA 120421Z 00000KT 1/4SM R01L/1000V3500FT FG VV002 18/17 A3000 RMK AO2 T01780172,402
57,20180111,1887,BDL,72508014740,2018-01-12 04:38:00+00:00,72508014740,2018-01-12 04:46:00+00:00,FM-16,MET11101/11/18 23:46:02 SPECI KBDL 120446Z 19004KT 3/4SM R06/3500VP6000FT BR SCT004 BKN030 BKN043 07/07 A3021 RMK AO2,1207
75,20180111,754,TPA,72211012842,2018-01-12 04:45:00+00:00,72211012842,2018-01-12 04:51:00+00:00,FM-16,MET08901/11/18 23:51:03 SPECI KTPA 120451Z 00000KT 4SM BR SCT047 18/17 A2999 RMK AO2 FIBI (BDS),6437
58,20180111,255,GEG,72785024157,2018-01-12 04:53:00+00:00,72785024157,2018-01-12 04:53:00+00:00,FM-15,MET12701/11/18 20:53:02 METAR KGEG 120453Z 03004KT 1/4SM -DZ BR OVC003 00/00 A2988 RMK AO2 SFC VIS 1 1/2 SLP137 P0000 I1001 T00000000,402
76,20180111,1044,BDL,72508014740,2018-01-12 04:57:00+00:00,72508014740,2018-01-12 04:58:00+00:00,FM-16,MET14801/11/18 23:58:02 SPECI KBDL 120458Z 16006KT 1SM R06/P6000FT BCFG BR SCT003 SCT027 OVC045 06/06 A3021 RMK AO2 SFC VIS 2 VIS 1V3 BCFG ALQDS T00610061,1609
69,20180111,1001,ATL,72219013874,2018-01-12 06:52:00+00:00,72219013874,2018-01-12 06:52:00+00:00,FM-15,MET13501/12/18 01:52:02 METAR KATL 120652Z 11003KT 1/4SM R09R/1600V1800FT -DZ FG VV002 14/14 A2983 RMK AO2 DZB25 SLP100 P0000 T01440144 (KAF),402
60,20180111,64,LIS,08536099999,2018-01-12 08:06:00+00:00,08536099999,2018-01-12 08:00:00+00:00,FM-15,MET071METAR LPPT 120800Z 05003KT 010V100 0150 R21/0250N FG VV001 06/06 Q1026=,150
70,20180111,534,LAX,72295023174,2018-01-12 12:57:00+00:00,72295023174,2018-01-12 12:53:00+00:00,FM-15,MET15101/12/18 04:53:02 METAR KLAX 121253Z 12003KT 1/8SM R25L/0500V1200FT FG SCT000 BKN003 12/12 A3017 RMK AO2 SLP213 VIS 1/8V1 1/4 FG SCT000 T01220122 (RPA),201
62,20180111,1281,LAX,72295023174,2018-01-12 13:07:00+00:00,72295023174,2018-01-12 12:53:00+00:00,FM-15,MET15101/12/18 04:53:02 METAR KLAX 121253Z 12003KT 1/8SM R25L/0500V1200FT FG SCT000 BKN003 12/12 A3017 RMK AO2 SLP213 VIS 1/8V1 1/4 FG SCT000 T01220122 (RPA),201
67,20180111,1706,LAX,72295023174,2018-01-12 13:25:00+00:00,72295023174,2018-01-12 13:53:00+00:00,FM-15,MET14701/12/18 05:53:02 METAR KLAX 121353Z 00000KT 1/8SM R25L/0800V1000FT FG SCT000 BKN002 12/12 A3017 RMK AO2 SLP216 VIS W 1/4 FG SCT000 T01220122 (RPA),201
80,20180112,1187,LGA,72503014732,2018-01-12 14:20:00+00:00,72503014732,2018-01-12 14:35:00+00:00,FM-16,MET15001/12/18 09:35:02 SPECI KLGA 121435Z 18015G22KT 1/8SM R04/6000VP6000FT -RA BR OVC003 12/12 A2994 RMK AO2 SFC VIS 3/4 RAB01E04B25 P0001 T01220117 (PAS),201
79,20180112,1106,SNA,72297793184,2018-01-12 16:25:00+00:00,72297793184,2018-01-12 16:35:00+00:00,FM-16,MET11901/12/18 08:35:02 SPECI KSNA 121635Z 24004KT 1/4SM R20R/P6000FT BR CLR 12/11 A3020 RMK AO2 SFC VIS 2 1/2 T01220111 (SM),402
77,20180112,265,SNA,72297793184,2018-01-12 18:32:00+00:00,72297793184,2018-01-12 18:53:00+00:00,FM-15,MET10801/12/18 10:53:02 METAR KSNA 121853Z 00000KT 3SM BR SCT250 16/13 A3018 RMK AO2 SLP219 VIS S 1 T01610133 (SM),4828
86,20180112,675,GEG,72785024157,2018-01-12 21:12:00+00:00,72785024157,2018-01-12 20:53:00+00:00,FM-15,MET13601/12/18 12:53:02 METAR KGEG 122053Z 00000KT 1/16SM R21/0700V0800FT FG VV002 01/01 A3026 RMK AO2 SFC VIS 1/8 SLP269 T00110011 50001 (DL),0
89,20180112,303,LGA,72503014732,2018-01-12 22:14:00+00:00,72503014732,2018-01-12 21:59:00+00:00,FM-16,MET12401/12/18 16:59:02 SPECI KLGA 122159Z 18010KT 1/4SM R04/5000VP6000FT BR OVC002 12/12 A2973 RMK AO2 SFC VIS 3/4 T01220117 (WL),402
85,20180112,1850,CLE,72524014820,2018-01-12 22:22:00+00:00,72524014820,2018-01-12 22:07:00+00:00,FM-16,MET12801/12/18 17:07:02 SPECI KCLE 122207Z 35020G26KT 1/4SM SN FZFG VV009 M04/M05 A2997 RMK AO2 PK WND 35026/2205 P0002 T10391050 (AP),402
95,20180112,1254,LGA,72503014732,2018-01-12 23:36:00+00:00,72503014732,2018-01-12 23:26:00+00:00,FM-16,MET12201/12/18 18:26:02 SPECI KLGA 122326Z 17005KT 1/4SM R04/4000V5500FT FG VV003 11/11 A2973 RMK AO2 SFC VIS 1/2 T01110111 (WL),402
83,20180112,556,LGA,72503014732,2018-01-12 23:40:00+00:00,72503014732,2018-01-12 23:46:00+00:00,FM-16,MET13001/12/18 18:46:02 SPECI KLGA 122346Z 18005KT 1/4SM R04/5500VP6000FT -RA FG OVC002 11/11 A2971 RMK AO2 SFC VIS 1/2 RAB31 P0000 (WL),402
91,20180112,1741,LGA,72503014732,2018-01-13 00:09:00+00:00,72503014732,2018-01-13 00:17:00+00:00,FM-16,MET12901/12/18 19:17:01 SPECI KLGA 130017Z 17008KT 1/4SM R04/5500VP6000FT -RA FG OVC003 11/11 A2971 RMK AO2 SFC VIS 1/2 P0003 T01060106,402
92,20180112,596,LGA,72503014732,2018-01-13 00:24:00+00:00,72503014732,2018-01-13 00:17:00+00:00,FM-16,MET12901/12/18 19:17:01 SPECI KLGA 130017Z 17008KT 1/4SM R04/5500VP6000FT -RA FG OVC003 11/11 A2971 RMK AO2 SFC VIS 1/2 P0003 T01060106,402
88,20180112,1410,LGA,72503014732,2018-01-13 01:10:00+00:00,72503014732,2018-01-13 01:02:00+00:00,FM-16,MET12001/12/18 20:02:01 SPECI KLGA 130102Z 19006KT 1SM R04/P6000FT -RA BR OVC003 10/10 A2969 RMK AO2 SFC VIS 2 P0001 T01000100,1609
93,20180112,509,LGA,72503014732,2018-01-13 01:19:00+00:00,72503014732,2018-01-13 01:02:00+00:00,FM-16,MET12001/12/18 20:02:01 SPECI KLGA 130102Z 19006KT 1SM R04/P6000FT -RA BR OVC003 10/10 A2969 RMK AO2 SFC VIS 2 P0001 T01000100,1609
81,20180112,950,BRU,06451099999,2018-01-13 06:24:00+00:00,06451099999,2018-01-13 06:20:00+00:00,FM-15,MET114METAR COR EBBR 130620Z 11002KT 0500 R25L/1500D R25R/1900D R01/P2000N PRFG BKN001 BKN002 02/02 Q1024 TEMPO 1200 BR=,500
82,20180112,677,SAN,72290023188,2018-01-13 06:30:00+00:00,72290023188,2018-01-13 06:31:00+00:00,FM-16,MET12201/12/18 22:31:02 SPECI KSAN 130631Z 32006KT 1/2SM R09/0800V1200FT FG BKN001 12/12 A3012 RMK AO2 VIS NE-E-SE 2 T01170117 $,805
84,20180112,999,BRU,06451099999,2018-01-13 07:22:00+00:00,06451099999,2018-01-13 07:20:00+00:00,FM-15,MET107METAR EBBR 130720Z 10003KT 0350 R25L/0750N R25R/1200U R01/0800N FG BKN001 BKN002 02/01 Q1024 BECMG 2000 BR=,350
